commission_id,order_item_id,seller_id,commission_rate,commission_amount
159,159,286,0.12,114.19
160,160,307,0.12,71.0
161,161,168,0.12,137.61
162,162,7,0.12,335.81
163,163,511,0.12,281.19
164,164,191,0.12,60.81
165,165,319,0.12,213.33
166,166,554,0.12,277.95
167,167,341,0.12,6.45
168,168,6,0.12,40.61
169,169,345,0.12,161.78
170,170,231,0.12,18.9
171,171,301,0.12,9.06
172,172,420,0.12,275.32
173,173,168,0.12,53.1
174,174,441,0.12,63.86
175,175,486,0.12,67.43
176,176,112,0.12,30.99
177,177,222,0.12,308.44
178,178,541,0.12,4.78
179,179,490,0.12,145.72
180,180,378,0.12,15.66
181,181,596,0.12,2.93
182,182,224,0.12,164.43
183,183,241,0.12,47.76
184,184,377,0.12,181.65
185,185,318,0.12,89.09
186,186,544,0.12,8.22
187,187,249,0.12,100.62
188,188,297,0.12,128.84
189,189,474,0.12,92.83
190,190,145,0.12,408.17
191,191,324,0.12,5.96
192,192,10,0.12,86.0
193,193,69,0.12,7.16
194,194,470,0.12,152.28
195,195,322,0.12,107.25
196,196,69,0.12,174.8
197,197,21,0.12,59.68
198,198,439,0.12,20.5
199,199,298,0.12,195.26
200,200,554,0.12,83.45
201,201,405,0.12,156.25
202,202,505,0.12,86.41
203,203,506,0.12,16.87
204,204,17,0.12,227.34
205,205,145,0.12,104.64
206,206,283,0.12,175.79
207,207,479,0.12,151.18
208,208,78,0.12,54.21
209,209,448,0.12,290.29
210,210,300,0.12,430.26
211,211,295,0.12,21.84
212,212,112,0.12,169.07
213,213,492,0.12,203.13
214,214,277,0.12,78.34
215,215,400,0.12,35.72
216,216,116,0.12,245.46
217,217,536,0.12,54.69
218,218,36,0.12,200.94
219,219,389,0.12,55.99
220,220,564,0.12,37.43
221,221,190,0.12,46.97
222,222,308,0.12,65.4
223,223,444,0.12,289.56
224,224,384,0.12,183.31
225,225,48,0.12,113.02
226,226,2,0.12,88.12
227,227,130,0.12,48.64
228,228,154,0.12,98.76
229,229,85,0.12,90.2
230,230,421,0.12,55.34
231,231,309,0.12,71.99
232,232,106,0.12,70.46
233,233,11,0.12,81.8
234,234,269,0.12,53.85
235,235,107,0.12,102.32
236,236,79,0.12,4.31
237,237,544,0.12,181.77
238,238,19,0.12,296.25
239,239,97,0.12,47.28
240,240,280,0.12,240.66
241,241,230,0.12,305.55
242,242,421,0.12,10.23
243,243,156,0.12,112.97
244,244,540,0.12,52.21
245,245,514,0.12,247.47
246,246,510,0.12,207.45
247,247,260,0.12,178.45
248,248,409,0.12,90.82
249,249,204,0.12,187.78
250,250,274,0.12,49.91
251,251,145,0.12,85.83
252,252,464,0.12,26.28
253,253,180,0.12,29.5
254,254,339,0.12,113.42
255,255,552,0.12,393.78
256,256,131,0.12,1.62
257,257,391,0.12,160.08
258,258,317,0.12,85.72
259,259,400,0.12,297.84
260,260,586,0.12,37.71
261,261,435,0.12,35.74
262,262,50,0.12,229.4
263,263,279,0.12,299.07
264,264,87,0.12,47.61
265,265,204,0.12,102.14
266,266,451,0.12,81.43
267,267,156,0.12,48.6
268,268,143,0.12,26.97
269,269,173,0.12,90.72
270,270,265,0.12,4.72
271,271,543,0.12,99.76
272,272,341,0.12,210.95
273,273,5,0.12,403.86
274,274,110,0.12,101.76
275,275,53,0.12,21.26
276,276,44,0.12,294.88
277,277,90,0.12,8.7
278,278,257,0.12,32.8
279,279,560,0.12,319.33
280,280,280,0.12,39.75
281,281,98,0.12,94.72
282,282,238,0.12,61.05
283,283,588,0.12,172.76
284,284,509,0.12,294.44
285,285,79,0.12,4.31
286,286,9,0.12,294.16
287,287,16,0.12,53.46
288,288,583,0.12,15.28
289,289,115,0.12,264.15
290,290,170,0.12,236.33
291,291,138,0.12,92.52
292,292,479,0.12,193.65
293,293,575,0.12,222.62
294,294,355,0.12,174.36
295,295,24,0.12,425.46
296,296,387,0.12,55.1
297,297,309,0.12,78.85
298,298,365,0.12,2.87
299,299,134,0.12,424.93
300,300,116,0.12,42.66
301,301,343,0.12,65.63
302,302,116,0.12,81.16
303,303,197,0.12,1.4
304,304,18,0.12,16.83
305,305,487,0.12,1.63
306,306,155,0.12,356.54
307,307,217,0.12,60.83
308,308,289,0.12,9.56
309,309,491,0.12,410.25
310,310,331,0.12,318.06
311,311,414,0.12,99.9
312,312,253,0.12,16.92
313,313,584,0.12,35.95
314,314,589,0.12,70.61
315,315,229,0.12,210.89
316,316,585,0.12,87.74
317,317,436,0.12,38.01
318,318,528,0.12,277.27
319,319,61,0.12,14.43
320,320,279,0.12,190.32
321,321,303,0.12,69.81
322,322,429,0.12,279.4
323,323,48,0.12,234.46
324,324,385,0.12,47.57
325,325,181,0.12,27.87
326,326,501,0.12,99.44
327,327,553,0.12,62.88
328,328,559,0.12,341.44
329,329,187,0.12,194.76
330,330,277,0.12,57.94
331,331,16,0.12,159.19
332,332,291,0.12,124.56
333,333,398,0.12,384.22
334,334,219,0.12,207.07
335,335,82,0.12,24.47
336,336,567,0.12,79.3
337,337,328,0.12,311.4
338,338,280,0.12,346.88
339,339,132,0.12,22.75
340,340,307,0.12,273.76
341,341,266,0.12,245.08
342,342,575,0.12,257.66
343,343,96,0.12,28.31
344,344,103,0.12,198.98
345,345,90,0.12,10.71
346,346,250,0.12,159.97
347,347,42,0.12,166.98
348,348,155,0.12,140.79
349,349,389,0.12,7.95
350,350,244,0.12,201.9
351,351,352,0.12,75.47
352,352,159,0.12,181.2
353,353,72,0.12,18.59
354,354,548,0.12,42.93
355,355,387,0.12,364.39
356,356,519,0.12,70.06
357,357,306,0.12,110.4
358,358,183,0.12,32.96
359,359,214,0.12,316.08
360,360,44,0.12,211.71
361,361,431,0.12,169.29
362,362,111,0.12,70.47
363,363,2,0.12,373.0
364,364,574,0.12,160.7
365,365,556,0.12,158.34
366,366,208,0.12,67.09
367,367,22,0.12,232.33
368,368,138,0.12,136.55
369,369,176,0.12,117.61
370,370,269,0.12,181.15
371,371,410,0.12,123.27
372,372,107,0.12,222.41
373,373,19,0.12,149.76
374,374,392,0.12,357.36
375,375,475,0.12,289.68
376,376,283,0.12,268.79
377,377,65,0.12,57.77
378,378,344,0.12,82.11
379,379,541,0.12,83.99
380,380,210,0.12,72.3
381,381,53,0.12,205.98
382,382,499,0.12,7.71
383,383,550,0.12,429.02
384,384,213,0.12,104.66
385,385,569,0.12,141.35
386,386,169,0.12,273.23
387,387,426,0.12,26.19
388,388,298,0.12,46.28
389,389,452,0.12,390.27
390,390,533,0.12,102.35
391,391,257,0.12,69.25
392,392,463,0.12,25.77
393,393,132,0.12,93.94
394,394,95,0.12,39.3
395,395,109,0.12,21.01
396,396,492,0.12,420.52
397,397,434,0.12,186.84
398,398,391,0.12,242.14
399,399,130,0.12,65.75
400,400,252,0.12,125.82
401,401,399,0.12,74.35
402,402,183,0.12,151.09
403,403,477,0.12,31.13
404,404,211,0.12,137.21
405,405,503,0.12,89.52
406,406,241,0.12,136.32
407,407,262,0.12,326.27
408,408,570,0.12,4.73
409,409,16,0.12,44.98
410,410,466,0.12,162.09
411,411,95,0.12,362.87
412,412,233,0.12,319.57
413,413,39,0.12,156.75
414,414,463,0.12,27.32
415,415,17,0.12,239.19
416,416,518,0.12,52.49
417,417,263,0.12,160.01
418,418,452,0.12,60.11
419,419,218,0.12,40.58
420,420,434,0.12,54.41
421,421,185,0.12,133.61
422,422,494,0.12,305.83
423,423,500,0.12,187.66
424,424,540,0.12,97.81
425,425,524,0.12,141.53
426,426,112,0.12,202.92
427,427,293,0.12,39.51
428,428,144,0.12,226.04
429,429,95,0.12,231.08
430,430,333,0.12,36.03
431,431,433,0.12,81.06
432,432,49,0.12,73.18
433,433,418,0.12,117.08
434,434,558,0.12,409.73
435,435,87,0.12,132.31
436,436,247,0.12,289.88
437,437,412,0.12,7.38
438,438,89,0.12,91.51
439,439,160,0.12,194.73
440,440,134,0.12,35.26
441,441,152,0.12,97.79
442,442,552,0.12,23.25
443,443,274,0.12,166.29
444,444,79,0.12,143.57
445,445,255,0.12,147.41
446,446,178,0.12,158.7
447,447,542,0.12,296.9
448,448,112,0.12,6.25
449,449,591,0.12,170.46
450,450,547,0.12,102.0
451,451,13,0.12,57.5
452,452,394,0.12,313.95
453,453,448,0.12,67.99
454,454,362,0.12,176.31
455,455,149,0.12,24.72
456,456,238,0.12,167.17
457,457,324,0.12,3.34
458,458,341,0.12,11.62
459,459,237,0.12,12.53
460,460,264,0.12,19.71
461,461,35,0.12,74.11
462,462,17,0.12,124.26
463,463,268,0.12,42.63
464,464,123,0.12,98.11
465,465,20,0.12,41.69
466,466,97,0.12,37.84
467,467,70,0.12,67.62
468,468,137,0.12,377.6
469,469,288,0.12,11.78
470,470,375,0.12,121.32
471,471,423,0.12,90.34
472,472,290,0.12,381.98
473,473,456,0.12,158.21
474,474,324,0.12,375.26
475,475,165,0.12,61.96
476,476,179,0.12,145.32
477,477,160,0.12,15.73
478,478,115,0.12,231.06
479,479,119,0.12,81.68
480,480,458,0.12,199.09
481,481,482,0.12,145.53
482,482,61,0.12,34.73
483,483,371,0.12,28.92
484,484,493,0.12,274.6
485,485,19,0.12,227.81
486,486,592,0.12,156.34
487,487,455,0.12,344.68
488,488,317,0.12,182.88
489,489,134,0.12,174.37
490,490,568,0.12,15.87
491,491,289,0.12,214.99
492,492,138,0.12,172.32
493,493,217,0.12,170.64
494,494,310,0.12,53.71
495,495,11,0.12,196.01
496,496,262,0.12,59.39
497,497,218,0.12,98.46
498,498,320,0.12,95.7
499,499,302,0.12,222.83
500,500,40,0.12,32.41
501,501,166,0.12,20.72
502,502,203,0.12,94.09
503,503,175,0.12,9.67
504,504,334,0.12,48.98
505,505,112,0.12,248.39
506,506,329,0.12,97.41
507,507,109,0.12,284.37
508,508,204,0.12,333.61
509,509,571,0.12,207.69
510,510,196,0.12,16.66
511,511,331,0.12,36.42
512,512,452,0.12,194.74
513,513,220,0.12,91.3
514,514,327,0.12,264.59
515,515,108,0.12,51.37
516,516,365,0.12,172.89
517,517,223,0.12,6.35
518,518,307,0.12,62.18
519,519,240,0.12,88.25
520,520,232,0.12,31.07
521,521,205,0.12,94.75
522,522,437,0.12,152.13
523,523,437,0.12,162.93
524,524,108,0.12,65.39
525,525,155,0.12,57.48
526,526,411,0.12,26.95
527,527,407,0.12,7.01
528,528,579,0.12,100.99
529,529,113,0.12,84.49
530,530,518,0.12,191.01
531,531,64,0.12,11.28
532,532,134,0.12,9.74
533,533,509,0.12,280.28
534,534,532,0.12,160.02
535,535,447,0.12,78.72
536,536,488,0.12,21.48
537,537,103,0.12,123.07
538,538,249,0.12,58.52
539,539,173,0.12,125.52
540,540,478,0.12,274.5
541,541,194,0.12,65.55
542,542,73,0.12,100.05
543,543,316,0.12,89.61
544,544,453,0.12,370.24
545,545,279,0.12,24.36
546,546,241,0.12,125.66
547,547,301,0.12,71.95
548,548,409,0.12,125.23
549,549,309,0.12,62.98
550,550,591,0.12,7.1
551,551,62,0.12,208.74
552,552,400,0.12,71.4
553,553,444,0.12,87.44
554,554,451,0.12,15.02
555,555,569,0.12,79.74
556,556,29,0.12,216.28
557,557,381,0.12,105.59
558,558,39,0.12,278.76
559,559,171,0.12,69.34
560,560,480,0.12,52.46
561,561,578,0.12,193.94
562,562,371,0.12,163.41
563,563,185,0.12,39.47
564,564,138,0.12,13.26
565,565,87,0.12,43.72
566,566,13,0.12,361.6
567,567,204,0.12,309.77
568,568,380,0.12,35.38
569,569,234,0.12,310.3
570,570,434,0.12,192.65
571,571,120,0.12,275.4
572,572,102,0.12,163.57
573,573,398,0.12,121.1
574,574,250,0.12,160.59
575,575,579,0.12,365.17
576,576,283,0.12,15.97
577,577,338,0.12,211.2
578,578,243,0.12,84.24
579,579,218,0.12,96.3
580,580,316,0.12,305.14
581,581,129,0.12,107.4
582,582,94,0.12,42.3
583,583,582,0.12,0.76
584,584,319,0.12,204.09
585,585,301,0.12,72.31
586,586,167,0.12,142.51
587,587,183,0.12,38.12
588,588,568,0.12,74.11
589,589,116,0.12,199.38
590,590,459,0.12,208.08
591,591,362,0.12,88.57
592,592,512,0.12,7.87
593,593,252,0.12,146.24
594,594,506,0.12,195.91
595,595,168,0.12,26.64
596,596,387,0.12,177.56
597,597,243,0.12,162.14
598,598,571,0.12,143.4
599,599,92,0.12,55.96
600,600,412,0.12,164.48
601,601,467,0.12,49.77
602,602,566,0.12,55.23
603,603,45,0.12,35.87
604,604,366,0.12,210.03
605,605,515,0.12,397.81
606,606,208,0.12,246.13
607,607,441,0.12,218.97
608,608,70,0.12,167.21
609,609,530,0.12,95.4
610,610,409,0.12,404.88
611,611,414,0.12,72.22
612,612,491,0.12,97.11
613,613,170,0.12,244.65
614,614,52,0.12,240.09
615,615,147,0.12,65.0
616,616,50,0.12,109.01
617,617,115,0.12,47.84
618,618,4,0.12,77.06
619,619,36,0.12,194.37
620,620,37,0.12,118.39
621,621,217,0.12,213.19
622,622,403,0.12,8.98
623,623,401,0.12,53.34
624,624,569,0.12,210.1
625,625,459,0.12,103.17
626,626,557,0.12,8.74
627,627,246,0.12,35.95
628,628,286,0.12,158.49
629,629,537,0.12,20.11
630,630,509,0.12,100.3
631,631,311,0.12,99.76
632,632,371,0.12,252.73
633,633,41,0.12,44.62
634,634,39,0.12,98.82
635,635,13,0.12,40.92
636,636,42,0.12,84.26
637,637,512,0.12,263.26
638,638,338,0.12,42.72
639,639,355,0.12,59.97
640,640,25,0.12,120.45
641,641,54,0.12,55.57
642,642,302,0.12,27.05
643,643,358,0.12,120.19
644,644,434,0.12,354.06
645,645,10,0.12,174.91
646,646,264,0.12,293.83
647,647,551,0.12,108.46
648,648,321,0.12,175.35
649,649,307,0.12,78.8
650,650,87,0.12,10.49
651,651,448,0.12,243.63
652,652,595,0.12,368.46
653,653,398,0.12,204.26
654,654,69,0.12,73.12
655,655,594,0.12,83.15
656,656,89,0.12,46.38
657,657,67,0.12,243.45
658,658,591,0.12,236.96
659,659,114,0.12,42.53
660,660,373,0.12,160.57
661,661,96,0.12,7.63
662,662,167,0.12,153.84
663,663,319,0.12,225.64
664,664,576,0.12,50.71
665,665,550,0.12,99.64
666,666,416,0.12,212.73
667,667,27,0.12,67.27
668,668,192,0.12,78.1
669,669,187,0.12,404.64
670,670,357,0.12,119.66
671,671,298,0.12,241.24
672,672,78,0.12,191.66
673,673,486,0.12,407.73
674,674,16,0.12,80.2
675,675,418,0.12,39.54
676,676,416,0.12,63.74
677,677,253,0.12,102.81
678,678,499,0.12,32.07
679,679,373,0.12,90.79
680,680,552,0.12,86.81
681,681,194,0.12,134.56
682,682,89,0.12,183.02
683,683,212,0.12,44.96
684,684,312,0.12,389.95
685,685,135,0.12,46.85
686,686,49,0.12,73.18
687,687,546,0.12,175.93
688,688,547,0.12,177.84
689,689,279,0.12,253.76
690,690,405,0.12,51.05
691,691,31,0.12,67.55
692,692,413,0.12,303.34
693,693,509,0.12,47.22
694,694,143,0.12,34.62
695,695,272,0.12,224.16
696,696,33,0.12,72.73
697,697,244,0.12,353.6
698,698,4,0.12,180.68
699,699,323,0.12,120.29
700,700,491,0.12,31.62
701,701,284,0.12,51.18
702,702,19,0.12,380.66
703,703,552,0.12,174.14
704,704,358,0.12,285.63
705,705,431,0.12,91.53
706,706,584,0.12,65.81
707,707,275,0.12,254.08
708,708,417,0.12,97.87
709,709,237,0.12,109.35
710,710,548,0.12,86.18
711,711,495,0.12,161.49
712,712,119,0.12,176.4
713,713,230,0.12,82.68
714,714,62,0.12,186.36
715,715,155,0.12,92.49
716,716,108,0.12,88.51
717,717,514,0.12,273.01
718,718,488,0.12,68.91
719,719,175,0.12,87.1
720,720,447,0.12,14.21
721,721,536,0.12,358.75
722,722,432,0.12,54.18
723,723,149,0.12,145.76
724,724,588,0.12,428.4
725,725,17,0.12,205.29
726,726,206,0.12,401.31
727,727,281,0.12,16.09
728,728,42,0.12,94.25
729,729,135,0.12,23.42
730,730,522,0.12,16.95
731,731,116,0.12,317.18
732,732,185,0.12,300.69
733,733,147,0.12,88.02
734,734,159,0.12,15.27
735,735,547,0.12,5.94
736,736,428,0.12,31.96
737,737,270,0.12,257.55
738,738,422,0.12,20.97
739,739,26,0.12,279.58
740,740,48,0.12,254.63
741,741,87,0.12,43.72
742,742,405,0.12,165.96
743,743,150,0.12,208.27
744,744,210,0.12,21.34
745,745,486,0.12,2.83
746,746,423,0.12,107.91
747,747,90,0.12,181.03
748,748,332,0.12,32.49
749,749,236,0.12,13.99
750,750,599,0.12,149.46
751,751,215,0.12,3.54
752,752,591,0.12,29.49
753,753,405,0.12,208.53
754,754,585,0.12,36.9
755,755,450,0.12,219.17
756,756,28,0.12,168.83
757,757,201,0.12,198.87
758,758,151,0.12,136.9
759,759,453,0.12,121.67
760,760,476,0.12,221.32
761,761,73,0.12,18.11
762,762,504,0.12,426.78
763,763,14,0.12,71.43
764,764,130,0.12,23.28
765,765,461,0.12,91.72
766,766,11,0.12,62.08
767,767,560,0.12,39.85
768,768,292,0.12,189.44
769,769,268,0.12,28.67
770,770,381,0.12,215.27
771,771,241,0.12,195.72
772,772,393,0.12,64.86
773,773,356,0.12,79.19
774,774,303,0.12,255.3
775,775,442,0.12,201.8
776,776,229,0.12,167.53
777,777,116,0.12,299.23
778,778,128,0.12,55.5
779,779,505,0.12,106.28
780,780,75,0.12,98.36
781,781,114,0.12,77.9
782,782,489,0.12,359.8
783,783,457,0.12,24.51
784,784,547,0.12,337.08
785,785,226,0.12,24.26
786,786,559,0.12,81.18
787,787,266,0.12,163.3
788,788,419,0.12,28.59
789,789,399,0.12,40.78
790,790,527,0.12,327.95
791,791,259,0.12,114.57
792,792,508,0.12,170.77
793,793,94,0.12,150.09
794,794,309,0.12,135.96
795,795,96,0.12,45.68
796,796,530,0.12,153.45
797,797,285,0.12,257.45
798,798,191,0.12,191.49
799,799,308,0.12,25.92
800,800,489,0.12,121.68
801,801,302,0.12,77.71
802,802,125,0.12,313.2
803,803,367,0.12,194.93
804,804,337,0.12,60.94
805,805,433,0.12,59.31
806,806,346,0.12,174.36
807,807,127,0.12,319.88
808,808,26,0.12,163.82
809,809,402,0.12,106.32
810,810,363,0.12,168.53
811,811,45,0.12,44.83
812,812,269,0.12,69.58
813,813,149,0.12,318.85
814,814,477,0.12,360.88
815,815,449,0.12,240.36
816,816,432,0.12,104.9
817,817,576,0.12,207.68
818,818,354,0.12,148.92
819,819,382,0.12,6.59
820,820,452,0.12,120.21
821,821,435,0.12,41.19
822,822,349,0.12,15.38
823,823,333,0.12,318.2
824,824,173,0.12,66.48
825,825,105,0.12,305.72
826,826,217,0.12,113.77
827,827,307,0.12,40.45
828,828,365,0.12,65.91
829,829,475,0.12,342.18
830,830,574,0.12,120.53
831,831,498,0.12,182.29
832,832,180,0.12,207.46
833,833,230,0.12,97.01
834,834,122,0.12,62.56
835,835,80,0.12,74.97
836,836,5,0.12,24.94
837,837,286,0.12,105.62
838,838,25,0.12,69.14
839,839,491,0.12,0.87
840,840,123,0.12,31.25
841,841,112,0.12,112.72
842,842,180,0.12,44.39
843,843,262,0.12,349.08
844,844,588,0.12,149.43
845,845,182,0.12,51.81
846,846,504,0.12,366.46
847,847,585,0.12,55.48
848,848,71,0.12,139.76
849,849,316,0.12,170.55
850,850,45,0.12,10.52
851,851,217,0.12,85.33
852,852,416,0.12,62.01
853,853,157,0.12,218.65
854,854,90,0.12,382.69
855,855,445,0.12,88.47
856,856,411,0.12,96.01
857,857,172,0.12,54.43
858,858,269,0.12,173.54
859,859,191,0.12,121.63
860,860,159,0.12,181.2
861,861,265,0.12,110.46
862,862,409,0.12,62.83
863,863,575,0.12,69.51
864,864,240,0.12,13.56
865,865,74,0.12,107.76
866,866,600,0.12,24.02
867,867,106,0.12,221.89
868,868,205,0.12,375.59
869,869,38,0.12,421.24
870,870,174,0.12,194.2
871,871,412,0.12,191.15
872,872,162,0.12,170.36
873,873,439,0.12,141.25
874,874,142,0.12,85.66
875,875,268,0.12,203.76
876,876,475,0.12,144.84
877,877,272,0.12,200.99
878,878,147,0.12,129.43
879,879,476,0.12,207.16
880,880,278,0.12,68.38
881,881,428,0.12,170.35
882,882,30,0.12,322.14
883,883,61,0.12,19.88
884,884,221,0.12,334.17
885,885,245,0.12,162.1
886,886,324,0.12,176.26
887,887,403,0.12,35.92
888,888,371,0.12,21.91
889,889,110,0.12,56.94
890,890,256,0.12,164.24
891,891,192,0.12,173.66
892,892,505,0.12,190.85
893,893,594,0.12,306.35
894,894,566,0.12,337.34
895,895,194,0.12,200.03
896,896,145,0.12,27.29
897,897,52,0.12,236.54
898,898,463,0.12,101.43
899,899,33,0.12,298.4
900,900,433,0.12,313.33
901,901,37,0.12,36.87
902,902,354,0.12,362.03
903,903,53,0.12,136.12
904,904,451,0.12,279.96
905,905,434,0.12,388.55
906,906,72,0.12,58.93
907,907,386,0.12,371.62
908,908,357,0.12,170.52
909,909,371,0.12,252.73
910,910,234,0.12,206.87
911,911,28,0.12,16.91
912,912,163,0.12,50.34
913,913,2,0.12,89.85
914,914,143,0.12,300.72
915,915,488,0.12,49.75
916,916,220,0.12,5.18
917,917,533,0.12,151.15
918,918,588,0.12,22.05
919,919,335,0.12,251.44
920,920,65,0.12,224.69
921,921,165,0.12,413.1
922,922,8,0.12,303.36
923,923,339,0.12,161.6
924,924,60,0.12,46.24
925,925,324,0.12,76.71
926,926,293,0.12,118.53
927,927,90,0.12,191.35
928,928,194,0.12,96.27
929,929,274,0.12,272.74
930,930,171,0.12,143.02
931,931,375,0.12,242.64
932,932,560,0.12,173.81
933,933,51,0.12,51.41
934,934,460,0.12,69.58
935,935,139,0.12,79.86
936,936,445,0.12,27.19
937,937,371,0.12,210.39
938,938,104,0.12,187.96
939,939,532,0.12,27.58
940,940,292,0.12,66.3
941,941,596,0.12,59.01
942,942,425,0.12,66.64
943,943,571,0.12,155.67
944,944,514,0.12,91.0
945,945,166,0.12,41.45
946,946,206,0.12,89.26
947,947,467,0.12,84.91
948,948,274,0.12,127.59
949,949,521,0.12,275.41
950,950,63,0.12,352.61
951,951,191,0.12,27.36
952,952,443,0.12,193.48
953,953,22,0.12,73.8
954,954,245,0.12,291.02
955,955,43,0.12,16.29
956,956,429,0.12,78.78
957,957,518,0.12,191.01
958,958,326,0.12,190.97
959,959,572,0.12,247.7
960,960,129,0.12,97.58
961,961,2,0.12,11.84
962,962,8,0.12,172.49
963,963,419,0.12,145.08
964,964,548,0.12,12.59
965,965,425,0.12,103.71
966,966,285,0.12,419.26
967,967,307,0.12,175.34
968,968,264,0.12,88.06
969,969,373,0.12,62.76
970,970,99,0.12,228.61
971,971,284,0.12,150.83
972,972,412,0.12,75.26
973,973,273,0.12,157.18
974,974,506,0.12,88.06
975,975,162,0.12,139.6
976,976,226,0.12,236.28
977,977,301,0.12,388.66
978,978,316,0.12,319.82
979,979,541,0.12,371.19
980,980,537,0.12,20.11
981,981,417,0.12,62.91
982,982,48,0.12,54.34
983,983,277,0.12,115.89
984,984,175,0.12,3.94
985,985,234,0.12,157.77
986,986,399,0.12,235.34
987,987,488,0.12,71.84
988,988,99,0.12,12.15
989,989,91,0.12,62.79
990,990,163,0.12,163.1
991,991,19,0.12,95.65
992,992,183,0.12,62.72
993,993,66,0.12,41.02
994,994,123,0.12,86.98
995,995,275,0.12,36.43
996,996,500,0.12,141.89
