order_item_id,order_id,product_id,seller_id,quantity,unit_price,line_total
87,45,5986,293,3,329.24,987.72
88,46,3562,331,3,24.6,73.8
89,47,3634,427,2,70.03,140.06
90,47,4137,214,4,330.83,1323.32
91,48,7619,202,1,425.53,425.53
92,49,4760,515,2,675.23,1350.46
93,49,375,432,1,193.6,193.6
94,50,10151,277,3,717.1,2151.3
95,51,309,207,3,650.08,1950.24
96,52,6499,585,3,838.59,2515.77
97,53,9762,401,3,437.64,1312.92
98,53,4672,525,1,173.09,173.09
99,54,7579,143,2,761.04,1522.08
100,55,3266,375,4,648.65,2594.6
101,55,9503,571,4,597.48,2389.92
102,55,2455,180,1,123.31,123.31
103,56,2950,233,3,760.22,2280.66
104,56,8688,469,3,837.92,2513.76
105,56,5645,257,2,611.29,1222.58
106,57,6968,291,1,391.28,391.28
107,57,1692,565,4,41.26,165.04
108,57,4172,510,2,505.51,1011.02
109,58,4272,381,2,8.9,17.8
110,58,11559,212,1,521.97,521.97
111,59,77,178,2,364.9,729.8
112,59,7251,176,4,55.95,223.8
113,60,4303,63,3,221.57,664.71
114,61,5879,286,3,660.38,1981.14
115,62,4630,265,3,743.2,2229.6
116,62,10371,318,1,697.53,697.53
117,62,722,13,3,279.66,838.98
118,63,7585,253,3,867.96,2603.88
119,63,7995,160,1,263.45,263.45
120,63,9444,435,3,747.59,2242.77
121,64,9692,344,1,759.75,759.75
122,65,10299,379,1,47.64,47.64
123,66,11449,473,4,543.66,2174.64
124,66,7827,53,2,558.79,1117.58
125,67,7716,352,1,607.89,607.89
126,67,10505,361,3,422.23,1266.69
127,68,8214,401,3,136.43,409.29
128,69,7483,14,1,378.78,378.78
129,69,4558,546,4,547.95,2191.8
130,70,6146,484,3,190.8,572.4
131,70,7222,449,4,318.24,1272.96
132,71,6506,67,1,507.19,507.19
133,72,6047,228,2,836.18,1672.36
134,72,9629,540,3,158.3,474.9
135,72,6088,586,1,41.35,41.35
136,73,4929,273,2,553.17,1106.34
137,73,8040,510,3,17.44,52.32
138,74,5320,272,1,558.31,558.31
139,75,10782,237,2,335.54,671.08
140,76,1108,342,1,611.5,611.5
141,76,4422,492,1,141.29,141.29
142,76,1255,488,1,285.56,285.56
143,77,7428,454,3,850.1,2550.3
144,77,5006,112,1,217.32,217.32
145,77,7659,262,3,494.95,1484.85
146,78,4491,139,1,171.89,171.89
147,78,2122,583,2,32.41,64.82
148,78,3094,130,1,358.12,358.12
149,79,4304,395,4,460.52,1842.08
150,80,8161,409,2,843.5,1687.0
151,80,708,62,4,769.83,3079.32
152,80,9580,133,3,670.52,2011.56
153,81,4721,302,3,828.98,2486.94
154,81,2681,412,2,642.33,1284.66
155,81,5408,77,3,705.91,2117.73
156,82,10233,297,3,408.02,1224.06
157,82,1771,235,3,814.41,2443.23
158,83,7927,354,2,167.27,334.54
159,84,1903,286,4,237.89,951.56
160,84,11800,307,1,591.65,591.65
161,84,8573,168,4,286.68,1146.72
162,85,4533,7,4,699.61,2798.44
163,85,5742,511,3,781.08,2343.24
164,85,3778,191,1,506.79,506.79
165,86,3296,319,3,592.57,1777.71
166,86,8415,554,4,579.07,2316.28
167,86,11785,341,1,53.77,53.77
168,87,2518,6,4,84.61,338.44
169,88,6202,345,3,449.4,1348.2
170,88,9047,231,3,52.5,157.5
171,88,11758,301,1,75.46,75.46
172,89,905,420,4,573.58,2294.32
173,89,4325,168,3,147.49,442.47
174,89,4692,441,1,532.18,532.18
175,90,6567,486,1,561.89,561.89
176,91,4082,112,2,129.12,258.24
177,92,7743,222,4,642.59,2570.36
178,92,8788,541,4,9.95,39.8
179,92,141,490,2,607.15,1214.3
180,93,79,378,2,65.25,130.5
181,94,8422,596,1,24.42,24.42
182,95,3557,224,2,685.13,1370.26
183,95,2860,241,2,199.01,398.02
184,95,11746,377,2,756.89,1513.78
185,96,4390,318,1,742.42,742.42
186,97,9113,544,1,68.5,68.5
187,98,8880,249,2,419.24,838.48
188,98,10967,297,2,536.85,1073.7
189,99,4934,474,1,773.62,773.62
190,99,6963,145,4,850.36,3401.44
191,99,6475,324,1,49.65,49.65
192,100,3225,10,1,716.66,716.66
193,100,2404,69,2,29.83,59.66
194,101,11157,470,3,423.0,1269.0
195,101,2926,322,3,297.92,893.76
196,101,1322,69,3,485.55,1456.65
197,102,7833,21,1,497.37,497.37
198,103,11163,439,4,42.71,170.84
199,103,10437,298,3,542.38,1627.14
200,103,10129,554,3,231.8,695.4
201,104,7413,405,2,651.03,1302.06
202,104,3288,505,4,180.02,720.08
203,104,522,506,3,46.87,140.61
204,105,7176,17,3,631.51,1894.53
205,106,6557,145,1,871.97,871.97
206,107,3985,283,4,366.22,1464.88
207,107,7123,479,4,314.95,1259.8
208,108,8501,78,1,451.79,451.79
209,108,7238,448,3,806.37,2419.11
210,108,7972,300,4,896.37,3585.48
211,109,8218,295,2,91.02,182.04
212,110,8752,112,3,469.65,1408.95
213,111,4743,492,4,423.18,1692.72
214,111,11126,277,1,652.82,652.82
215,111,7513,400,2,148.82,297.64
216,112,9923,116,4,511.37,2045.48
217,112,10355,536,2,227.86,455.72
218,113,5787,36,3,558.16,1674.48
219,113,2594,389,2,233.31,466.62
220,113,2620,564,4,77.98,311.92
221,114,4022,190,1,391.39,391.39
222,114,7318,308,1,544.99,544.99
223,114,2478,444,4,603.25,2413.0
224,115,10454,384,3,509.19,1527.57
225,115,5409,48,4,235.46,941.84
226,116,6036,2,1,734.35,734.35
227,117,4267,130,1,405.33,405.33
228,117,11333,154,4,205.75,823.0
229,118,8056,85,1,751.67,751.67
230,118,8510,421,2,230.59,461.18
231,118,11661,309,1,599.91,599.91
232,119,3590,106,1,587.18,587.18
233,120,1977,11,4,170.41,681.64
234,120,8740,269,1,448.72,448.72
235,121,10110,107,2,426.32,852.64
236,122,6049,79,3,11.96,35.88
237,123,3606,544,2,757.39,1514.78
238,123,1792,19,3,822.91,2468.73
239,124,8436,97,1,394.0,394.0
240,124,10272,280,4,501.37,2005.48
241,124,8937,230,3,848.74,2546.22
242,125,2907,421,2,42.62,85.24
243,125,10521,156,4,235.35,941.4
244,125,9557,540,1,435.05,435.05
245,126,11478,514,4,515.56,2062.24
246,127,2925,510,3,576.25,1728.75
247,127,512,260,4,371.77,1487.08
248,128,3647,409,1,756.86,756.86
249,129,8935,204,4,391.21,1564.84
250,129,6438,274,1,415.91,415.91
251,130,6668,145,3,238.42,715.26
252,130,4201,464,1,219.04,219.04
253,130,4466,180,1,245.87,245.87
254,131,4305,339,2,472.57,945.14
255,131,10960,552,4,820.38,3281.52
256,132,242,131,1,13.49,13.49
257,133,8244,391,2,667.0,1334.0
258,133,4939,317,2,357.18,714.36
259,134,7943,400,3,827.33,2481.99
260,135,11956,586,2,157.11,314.22
261,135,10925,435,2,148.93,297.86
262,136,1111,50,4,477.91,1911.64
263,136,11932,279,4,623.06,2492.24
264,137,7195,87,4,99.19,396.76
265,137,5987,204,2,425.58,851.16
266,138,11476,451,1,678.55,678.55
267,138,4508,156,3,134.99,404.97
268,138,6675,143,2,112.39,224.78
269,139,7215,173,4,188.99,755.96
270,139,4693,265,2,19.67,39.34
271,139,999,543,3,277.1,831.3
272,140,8024,341,3,585.96,1757.88
273,140,1538,5,4,841.37,3365.48
274,140,6998,110,2,423.99,847.98
275,141,3163,53,1,177.2,177.2
276,141,6384,44,3,819.12,2457.36
277,142,1400,90,1,72.48,72.48
278,143,3875,257,2,136.68,273.36
279,143,1916,560,4,665.27,2661.08
280,143,8494,280,2,165.61,331.22
281,144,11123,98,2,394.66,789.32
282,144,781,238,2,254.36,508.72
283,145,10232,588,2,719.83,1439.66
284,146,4770,509,3,817.89,2453.67
285,146,6049,79,3,11.96,35.88
286,146,4344,9,3,817.11,2451.33
287,147,8099,16,2,222.77,445.54
288,147,11617,583,3,42.45,127.35
289,147,9826,115,3,733.75,2201.25
290,148,7465,170,3,656.47,1969.41
291,149,7363,138,3,256.99,770.97
292,149,9314,479,2,806.87,1613.74
293,150,3584,575,4,463.79,1855.16
294,151,7417,355,4,363.24,1452.96
295,152,487,24,4,886.38,3545.52
296,153,2897,387,1,459.19,459.19
297,154,5179,309,1,657.08,657.08
298,155,6370,365,2,11.95,23.9
299,156,3274,134,4,885.28,3541.12
300,156,3146,116,2,177.73,355.46
301,156,5193,343,3,182.31,546.93
302,157,3009,116,1,676.35,676.35
303,157,8193,197,1,11.65,11.65
304,157,4164,18,2,70.14,140.28
305,158,3051,487,1,13.62,13.62
306,159,1929,155,4,742.79,2971.16
307,159,2515,217,4,126.72,506.88
308,159,4779,289,4,19.92,79.68
309,160,1598,491,4,854.69,3418.76
310,161,9985,331,3,883.5,2650.5
311,161,3540,414,1,832.52,832.52
312,161,7792,253,2,70.52,141.04
313,162,8691,584,3,99.85,299.55
314,162,1841,589,1,588.4,588.4
315,163,10072,229,3,585.8,1757.4
316,163,1633,585,3,243.72,731.16
317,163,9120,436,1,316.78,316.78
318,164,6989,528,3,770.19,2310.57
319,164,5739,61,1,120.24,120.24
320,164,4092,279,3,528.66,1585.98
321,165,11197,303,2,290.88,581.76
322,165,5686,429,3,776.1,2328.3
323,166,2861,48,4,488.45,1953.8
324,166,8992,385,4,99.11,396.44
325,167,11939,181,3,77.42,232.26
326,167,10790,501,1,828.64,828.64
327,168,1928,553,2,262.02,524.04
328,168,10848,559,4,711.33,2845.32
329,168,2565,187,2,811.49,1622.98
330,169,5159,277,1,482.87,482.87
331,169,10244,16,2,663.3,1326.6
332,170,2172,291,4,259.49,1037.96
333,170,5412,398,4,800.45,3201.8
334,170,4119,219,4,431.4,1725.6
335,171,7946,82,1,203.91,203.91
336,171,8523,567,4,165.21,660.84
337,171,3134,328,3,865.01,2595.03
338,172,6565,280,4,722.66,2890.64
339,173,214,132,1,189.57,189.57
340,173,9976,307,4,570.33,2281.32
341,174,11862,266,4,510.58,2042.32
342,174,1825,575,3,715.72,2147.16
343,174,8185,96,1,235.95,235.95
344,175,4110,103,2,829.09,1658.18
345,175,416,90,1,89.22,89.22
346,176,10901,250,3,444.36,1333.08
347,177,10473,42,3,463.83,1391.49
348,178,5375,155,4,293.32,1173.28
349,179,5842,389,1,66.25,66.25
350,180,6655,244,2,841.25,1682.5
351,180,3103,352,1,628.95,628.95
352,180,6808,159,3,503.34,1510.02
353,181,98,72,3,51.63,154.89
354,181,10832,548,2,178.88,357.76
355,182,1318,387,4,759.15,3036.6
356,183,8866,519,3,194.61,583.83
357,184,7322,306,4,230.01,920.04
358,184,11177,183,1,274.66,274.66
359,185,8773,214,4,658.51,2634.04
360,185,11657,44,3,588.07,1764.21
361,185,9973,431,3,470.25,1410.75
362,186,9849,111,1,587.28,587.28
363,186,10923,2,4,777.08,3108.32
364,186,7814,574,4,334.8,1339.2
365,187,1719,556,4,329.87,1319.48
366,188,1369,208,4,139.78,559.12
367,189,5211,22,3,645.36,1936.08
368,189,7560,138,4,284.47,1137.88
369,190,10449,176,2,490.06,980.12
370,190,5602,269,3,503.19,1509.57
371,190,5559,410,3,342.43,1027.29
372,191,7642,107,3,617.8,1853.4
373,192,5272,19,2,624.01,1248.02
374,192,6977,392,4,744.49,2977.96
375,192,5962,475,4,603.49,2413.96
376,193,2652,283,4,559.97,2239.88
377,193,6386,65,1,481.39,481.39
378,194,9632,344,1,684.23,684.23
379,194,2449,541,1,699.88,699.88
380,195,6921,210,3,200.82,602.46
381,196,5064,53,2,858.25,1716.5
382,196,9243,499,2,32.12,64.24
383,196,3293,550,4,893.79,3575.16
384,197,8442,213,2,436.09,872.18
385,198,9527,569,2,588.96,1177.92
386,198,4080,169,3,758.98,2276.94
387,199,2697,426,2,109.12,218.24
388,199,8220,298,1,385.63,385.63
389,199,10325,452,4,813.06,3252.24
390,200,10004,533,1,852.88,852.88
391,200,7348,257,1,577.1,577.1
392,201,2,463,1,214.76,214.76
393,202,6707,132,4,195.7,782.8
394,202,1476,95,1,327.47,327.47
395,203,11372,109,1,175.1,175.1
396,203,10240,492,4,876.08,3504.32
397,204,5664,434,2,778.51,1557.02
398,204,58,391,3,672.62,2017.86
399,205,2181,130,1,547.88,547.88
400,206,9593,252,4,262.13,1048.52
401,206,2561,399,1,619.62,619.62
402,207,6462,183,2,629.54,1259.08
403,207,1905,477,3,86.46,259.38
404,207,6160,211,2,571.69,1143.38
405,208,10962,503,1,746.0,746.0
406,209,7185,241,4,284.0,1136.0
407,210,3622,262,4,679.73,2718.92
408,210,4850,570,3,13.15,39.45
409,210,9161,16,1,374.81,374.81
410,211,1560,466,2,675.39,1350.78
411,212,3708,95,4,755.98,3023.92
412,212,4469,233,4,665.77,2663.08
413,212,9807,39,2,653.12,1306.24
414,213,3626,463,1,227.64,227.64
415,213,7415,17,3,664.43,1993.29
416,213,5709,518,1,437.38,437.38
417,214,6300,263,2,666.71,1333.42
418,214,8655,452,2,250.44,500.88
419,214,11228,218,4,84.55,338.2
420,215,8670,434,1,453.38,453.38
421,215,6441,185,2,556.69,1113.38
422,216,3530,494,3,849.52,2548.56
423,216,5896,500,3,521.28,1563.84
424,217,9835,540,1,815.11,815.11
425,217,10991,524,3,393.14,1179.42
426,217,9286,112,3,563.68,1691.04
427,218,5986,293,1,329.24,329.24
428,218,3877,144,4,470.91,1883.64
429,218,124,95,3,641.88,1925.64
430,219,10217,333,3,100.07,300.21
431,219,4751,433,3,225.16,675.48
432,220,2422,49,1,609.85,609.85
433,220,1153,418,2,487.82,975.64
434,221,10348,558,4,853.61,3414.44
435,222,4720,87,2,551.29,1102.58
436,223,556,247,3,805.21,2415.63
437,224,2364,412,1,61.54,61.54
438,224,1325,89,1,762.57,762.57
439,225,2873,160,3,540.91,1622.73
440,225,5687,134,4,73.46,293.84
441,226,2710,152,1,814.91,814.91
442,227,7537,552,1,193.75,193.75
443,228,3520,274,2,692.87,1385.74
444,228,9840,79,2,598.19,1196.38
445,229,151,255,3,409.46,1228.38
446,229,6225,178,4,330.62,1322.48
447,230,3079,542,3,824.72,2474.16
448,230,9201,112,1,52.07,52.07
449,230,10367,591,4,355.12,1420.48
450,231,7613,547,1,849.97,849.97
451,231,7916,13,1,479.14,479.14
452,232,7319,394,4,654.07,2616.28
453,232,6402,448,2,283.29,566.58
454,232,2126,362,2,734.62,1469.24
455,233,11957,149,2,103.02,206.04
456,233,5030,238,2,696.56,1393.12
457,234,5527,324,1,27.85,27.85
458,235,3861,341,2,48.41,96.82
459,235,11144,237,2,52.21,104.42
460,236,6948,264,3,54.76,164.28
461,236,7910,35,1,617.57,617.57
462,237,4836,17,3,345.18,1035.54
463,237,1395,268,2,177.64,355.28
464,238,1982,123,1,817.59,817.59
465,239,709,20,1,347.41,347.41
466,239,9567,97,2,157.65,315.3
467,240,11418,70,1,563.53,563.53
468,240,324,137,4,786.67,3146.68
469,241,6121,288,3,32.71,98.13
470,241,5364,375,2,505.49,1010.98
471,242,6393,423,3,250.95,752.85
472,242,8562,290,4,795.79,3183.16
473,243,2320,456,2,659.2,1318.4
474,243,9525,324,4,781.8,3127.2
475,244,2400,165,3,172.12,516.36
476,245,4577,179,2,605.48,1210.96
477,245,2255,160,1,131.05,131.05
478,245,3065,115,4,481.37,1925.48
479,246,3128,119,1,680.7,680.7
480,247,11290,458,3,553.03,1659.09
481,248,5213,482,4,303.19,1212.76
482,248,7480,61,2,144.69,289.38
483,248,8172,371,1,241.03,241.03
484,249,8477,493,4,572.08,2288.32
485,250,8035,19,3,632.81,1898.43
486,251,10350,592,3,434.28,1302.84
487,252,1023,455,4,718.08,2872.32
488,253,7064,317,3,507.99,1523.97
489,253,5836,134,4,363.28,1453.12
490,254,11074,568,4,33.07,132.28
491,254,10433,289,2,895.78,1791.56
492,255,5255,138,3,478.67,1436.01
493,255,8643,217,3,474.0,1422.0
494,255,1686,310,2,223.81,447.62
495,256,8719,11,4,408.35,1633.4
496,256,7659,262,1,494.95,494.95
497,257,6486,218,1,820.48,820.48
498,257,1288,320,3,265.82,797.46
499,258,8090,302,3,618.96,1856.88
500,259,8540,40,4,67.52,270.08
501,259,6577,166,1,172.69,172.69
502,259,9926,203,1,784.09,784.09
503,260,7996,175,1,80.59,80.59
504,261,7475,334,2,204.09,408.18
505,261,129,112,4,517.48,2069.92
506,261,1298,329,2,405.86,811.72
507,262,10620,109,3,789.91,2369.73
508,263,1134,204,4,695.02,2780.08
509,263,1582,571,4,432.69,1730.76
510,263,6616,196,1,138.82,138.82
511,264,9040,331,1,303.53,303.53
512,264,2055,452,3,540.95,1622.85
513,265,2147,220,2,380.43,760.86
514,265,10914,327,4,551.23,2204.92
515,265,4052,108,1,428.09,428.09
516,266,7401,365,2,720.38,1440.76
517,266,5988,223,1,52.94,52.94
518,267,4904,307,1,518.17,518.17
519,268,7256,240,2,367.72,735.44
520,269,3433,232,1,258.88,258.88
521,269,1093,205,4,197.4,789.6
522,270,8805,437,2,633.87,1267.74
523,270,8110,437,3,452.59,1357.77
524,270,8758,108,1,544.92,544.92
525,271,10149,155,1,479.01,479.01
526,271,3106,411,1,224.57,224.57
527,272,59,407,4,14.6,58.4
528,272,9460,579,2,420.79,841.58
529,273,4560,113,1,704.06,704.06
530,273,11346,518,4,397.93,1591.72
531,274,10646,64,4,23.5,94.0
532,275,6702,134,1,81.14,81.14
533,276,10087,509,3,778.55,2335.65
534,277,7220,532,3,444.51,1333.53
535,278,5395,447,3,218.66,655.98
536,278,8777,488,1,179.01,179.01
537,279,11239,103,2,512.79,1025.58
538,279,95,249,1,487.67,487.67
539,280,2073,173,2,523.02,1046.04
540,280,5501,478,4,571.88,2287.52
541,281,4441,194,1,546.22,546.22
542,281,5749,73,1,833.76,833.76
543,282,128,316,2,373.38,746.76
544,283,3276,453,4,771.34,3085.36
545,283,11899,279,1,203.01,203.01
546,284,11911,241,3,349.06,1047.18
547,284,5667,301,2,299.79,599.58
548,285,3453,409,3,347.86,1043.58
549,285,11278,309,4,131.2,524.8
550,286,10137,591,2,29.57,59.14
551,286,8351,62,2,869.73,1739.46
552,286,10662,400,2,297.51,595.02
553,287,431,444,2,364.35,728.7
554,287,3019,451,4,31.3,125.2
555,288,9489,569,2,332.27,664.54
556,288,121,29,3,600.77,1802.31
557,288,3154,381,4,219.97,879.88
558,289,5563,39,4,580.76,2323.04
559,290,2989,171,1,577.8,577.8
560,291,5004,480,1,437.19,437.19
561,292,774,578,2,808.07,1616.14
562,293,4944,371,3,453.91,1361.73
563,293,6111,185,1,328.95,328.95
564,293,3444,138,1,110.51,110.51
565,294,8898,87,2,182.17,364.34
566,295,3093,13,4,753.33,3013.32
567,295,6670,204,3,860.47,2581.41
568,295,5552,380,1,294.83,294.83
569,296,1872,234,3,861.95,2585.85
570,296,3603,434,3,535.13,1605.39
571,296,11629,120,3,765.01,2295.03
572,297,6388,102,2,681.54,1363.08
573,297,8160,398,4,252.3,1009.2
574,297,8149,250,3,446.08,1338.24
575,298,3425,579,4,760.77,3043.08
576,298,1454,283,1,133.05,133.05
577,298,8250,338,4,440.0,1760.0
578,299,3028,243,1,702.02,702.02
579,299,8392,218,1,802.48,802.48
580,300,8367,316,3,847.61,2542.83
581,300,2822,129,4,223.76,895.04
582,301,9403,94,3,117.5,352.5
583,301,1865,582,1,6.3,6.3
584,301,1158,319,4,425.18,1700.72
585,302,1567,301,4,150.65,602.6
586,302,2974,167,4,296.89,1187.56
587,303,5841,183,3,105.89,317.67
588,303,3697,568,1,617.61,617.61
589,304,2692,116,2,830.75,1661.5
590,304,9262,459,2,867.01,1734.02
591,305,5484,362,2,369.04,738.08
592,306,7979,512,1,65.57,65.57
593,306,6572,252,3,406.22,1218.66
594,307,7091,506,3,544.2,1632.6
595,307,1373,168,2,110.99,221.98
596,307,2749,387,2,739.83,1479.66
597,308,7959,243,4,337.8,1351.2
598,308,9503,571,2,597.48,1194.96
599,309,1654,92,2,233.15,466.3
600,309,4691,412,4,342.67,1370.68
601,309,10529,467,2,207.36,414.72
602,310,782,566,1,460.27,460.27
603,310,8508,45,1,298.91,298.91
604,310,3682,366,4,437.56,1750.24
605,311,7341,515,4,828.77,3315.08
606,311,8589,208,4,512.77,2051.08
607,312,1420,441,3,608.25,1824.75
608,312,1592,70,3,464.47,1393.41
609,312,6618,530,1,794.98,794.98
610,313,8161,409,4,843.5,3374.0
611,313,10966,414,1,601.86,601.86
612,313,1346,491,1,809.22,809.22
613,314,7575,170,3,679.59,2038.77
614,314,4394,52,3,666.93,2000.79
615,314,344,147,1,541.67,541.67
616,315,4903,50,3,302.81,908.43
617,315,11761,115,1,398.65,398.65
618,315,11441,4,1,642.2,642.2
619,316,5104,36,2,809.89,1619.78
620,317,1342,37,2,493.29,986.58
621,317,2750,217,3,592.19,1776.57
622,318,7540,403,1,74.83,74.83
623,318,491,401,1,444.47,444.47
624,318,9169,569,2,875.42,1750.84
625,319,9119,459,1,859.71,859.71
626,320,4182,557,4,18.21,72.84
627,321,10268,246,4,74.89,299.56
628,321,5879,286,2,660.38,1320.76
629,321,4253,537,4,41.9,167.6
630,322,8389,509,1,835.86,835.86
631,323,4400,311,2,415.67,831.34
632,324,303,371,3,702.02,2106.06
633,324,3489,41,1,371.86,371.86
634,324,5279,39,4,205.88,823.52
635,325,3641,13,3,113.66,340.98
636,326,7951,42,1,702.17,702.17
637,326,6528,512,4,548.45,2193.8
638,326,10208,338,3,118.68,356.04
639,327,2880,355,1,499.75,499.75
640,328,5738,25,2,501.86,1003.72
641,329,7600,54,2,231.55,463.1
642,330,3437,302,1,225.42,225.42
643,330,6252,358,2,500.79,1001.58
644,330,1461,434,4,737.62,2950.48
645,331,10168,10,3,485.87,1457.61
646,332,733,264,4,612.15,2448.6
647,332,864,551,3,301.27,903.81
648,333,4581,321,3,487.08,1461.24
649,333,8429,307,4,164.17,656.68
650,333,4011,87,1,87.42,87.42
651,334,9076,448,4,507.57,2030.28
652,334,6778,595,4,767.62,3070.48
653,335,10128,398,3,567.38,1702.14
654,335,7382,69,2,304.67,609.34
655,336,10025,594,2,346.47,692.94
656,337,11271,89,3,128.82,386.46
657,337,6506,67,4,507.19,2028.76
658,337,1830,591,3,658.21,1974.63
659,338,7364,114,1,354.45,354.45
660,339,9009,373,4,334.53,1338.12
661,340,4668,96,1,63.55,63.55
662,340,6607,167,2,640.98,1281.96
663,341,5351,319,3,626.77,1880.31
664,341,6191,576,4,105.65,422.6
665,342,3196,550,1,830.35,830.35
666,342,11568,416,2,886.36,1772.72
667,343,3454,27,1,560.62,560.62
668,344,929,192,2,325.4,650.8
669,345,3048,187,4,843.01,3372.04
670,345,503,357,2,498.58,997.16
671,345,4952,298,4,502.58,2010.32
672,346,3797,78,2,798.59,1597.18
673,347,3568,486,4,849.43,3397.72
674,347,8099,16,3,222.77,668.31
675,347,10319,418,1,329.47,329.47
676,348,10175,416,2,265.59,531.18
677,348,2127,253,1,856.71,856.71
678,348,10144,499,1,267.28,267.28
679,349,7771,373,1,756.59,756.59
680,349,4377,552,3,241.15,723.45
681,350,1283,194,2,560.67,1121.34
682,350,1325,89,2,762.57,1525.14
683,350,3701,212,2,187.32,374.64
684,351,3925,312,4,812.39,3249.56
685,351,8947,135,2,195.19,390.38
686,351,2422,49,1,609.85,609.85
687,352,11227,546,2,733.03,1466.06
688,352,3574,547,2,741.0,1482.0
689,352,4092,279,4,528.66,2114.64
690,353,6629,405,1,425.43,425.43
691,353,1150,31,3,187.64,562.92
692,353,4902,413,4,631.95,2527.8
693,354,6892,509,3,131.17,393.51
694,354,1430,143,1,288.46,288.46
695,355,11460,272,3,622.68,1868.04
696,355,9987,33,2,303.03,606.06
697,356,10166,244,4,736.67,2946.68
698,357,11085,4,2,752.82,1505.64
699,357,8563,323,2,501.22,1002.44
700,357,9518,491,1,263.51,263.51
701,358,8485,284,1,426.5,426.5
702,358,11280,19,4,793.05,3172.2
703,358,1230,552,2,725.6,1451.2
704,359,11022,358,4,595.06,2380.24
705,359,8155,431,2,381.36,762.72
706,359,4916,584,1,548.39,548.39
707,360,8782,275,3,705.77,2117.31
708,360,3334,417,3,271.87,815.61
709,360,5031,237,2,455.61,911.22
710,361,9800,548,1,718.15,718.15
711,361,4917,495,4,336.43,1345.72
712,362,8183,119,2,735.02,1470.04
713,362,710,230,2,344.49,688.98
714,362,2545,62,2,776.52,1553.04
715,363,1123,155,1,770.73,770.73
716,363,9785,108,1,737.57,737.57
717,364,11535,514,3,758.36,2275.08
718,364,2867,488,1,574.27,574.27
719,364,3930,175,1,725.82,725.82
