review_id,product_id,customer_id,rating,review_text,review_date
116,6308,5881,1,Fast shipping and good packaging.,2026-04-06
117,10502,4750,4,Excellent value for money.,2025-12-24
118,7823,1437,3,Excellent value for money.,2025-08-02
119,9213,3633,2,Customer service was helpful.,2026-06-19
120,8155,3765,4,Great quality for the price.,2024-02-26
121,1326,4558,1,Would buy again.,2023-01-01
122,4383,6548,4,Customer service was helpful.,2023-05-20
123,11771,7030,4,Would buy again.,2025-03-13
124,943,686,2,Fast shipping and good packaging.,2023-07-09
125,10433,7313,1,"Average product, does the job.",2024-12-06
126,1870,2399,1,Exceeded my expectations!,2025-06-21
127,3106,5241,5,Exceeded my expectations!,2023-07-13
128,8702,2443,2,"Not what I expected, quite disappointed.",2023-05-20
129,925,2905,3,Customer service was helpful.,2024-03-22
130,6427,4635,3,Works exactly as described.,2026-04-17
131,4551,7304,2,Exceeded my expectations!,2023-04-08
132,11293,628,5,Item arrived damaged.,2025-06-01
133,3809,3770,1,Would buy again.,2023-03-01
134,6659,7971,4,Great quality for the price.,2025-02-12
135,3954,4031,2,Excellent value for money.,2025-03-12
136,11072,6464,4,Item arrived damaged.,2023-01-02
137,7602,1795,4,"Not what I expected, quite disappointed.",2026-03-10
138,3725,5353,2,Item arrived damaged.,2026-03-10
139,11396,4023,1,Works exactly as described.,2023-06-22
140,10130,3805,1,Excellent value for money.,2026-04-08
141,9007,334,5,"Average product, does the job.",2025-03-30
142,2569,455,1,Customer service was helpful.,2024-01-23
143,10509,4596,2,Great quality for the price.,2026-03-25
144,4154,1425,5,Would buy again.,2023-12-22
145,8549,851,2,Customer service was helpful.,2025-09-23
146,8977,2178,4,Works exactly as described.,2025-07-19
147,8311,1985,3,"Average product, does the job.",2025-03-25
148,2396,2802,5,Item arrived damaged.,2024-03-09
149,3976,3324,1,"Not what I expected, quite disappointed.",2026-04-10
150,10427,3712,4,"Not what I expected, quite disappointed.",2026-03-15
151,64,7378,1,Works exactly as described.,2023-06-20
152,1171,369,1,Great quality for the price.,2024-08-11
153,2889,7789,1,Fast shipping and good packaging.,2025-12-28
154,1930,6023,4,Customer service was helpful.,2023-01-01
155,5908,5738,2,"Not what I expected, quite disappointed.",2025-01-04
156,3310,3610,3,"Average product, does the job.",2023-02-26
157,7504,3609,4,Excellent value for money.,2024-09-15
158,4315,2540,5,Works exactly as described.,2025-11-21
159,1165,5544,1,Customer service was helpful.,2023-12-17
160,6510,6949,3,Works exactly as described.,2023-04-28
161,8083,3915,4,"Not what I expected, quite disappointed.",2026-06-21
162,5716,4257,2,Customer service was helpful.,2024-03-29
163,7031,6030,2,Item arrived damaged.,2025-08-22
164,308,2217,3,Item arrived damaged.,2025-09-14
165,9872,3119,3,"Not what I expected, quite disappointed.",2024-01-05
166,8056,6721,2,Fast shipping and good packaging.,2024-11-28
167,6563,1127,3,Works exactly as described.,2025-03-25
168,10943,7595,1,Great quality for the price.,2024-10-04
169,2262,6168,1,Customer service was helpful.,2026-05-28
170,8161,3669,4,Fast shipping and good packaging.,2024-01-20
171,1621,7970,4,Exceeded my expectations!,2024-06-30
172,11203,7199,4,Customer service was helpful.,2024-03-01
173,2652,7049,4,Great quality for the price.,2023-07-08
174,3860,3835,2,Item arrived damaged.,2023-10-03
175,931,2313,2,Fast shipping and good packaging.,2023-11-17
176,7921,7801,4,Great quality for the price.,2026-02-28
177,9899,7209,4,Exceeded my expectations!,2023-04-20
178,7325,4615,1,Customer service was helpful.,2024-03-23
179,1243,2791,2,Customer service was helpful.,2025-06-26
180,6917,4041,5,Would buy again.,2024-09-06
181,11885,947,2,Great quality for the price.,2025-06-03
182,3620,4092,3,Fast shipping and good packaging.,2023-11-14
183,2381,2832,2,Exceeded my expectations!,2025-01-13
184,8387,5398,3,Would buy again.,2024-01-06
185,2233,4040,2,Exceeded my expectations!,2025-11-18
186,2288,7346,3,Customer service was helpful.,2026-05-27
187,5152,987,1,Great quality for the price.,2024-02-01
188,11829,3881,1,Excellent value for money.,2023-11-30
189,3209,137,3,Customer service was helpful.,2023-10-22
190,9723,1124,3,Exceeded my expectations!,2025-06-11
191,8670,6796,4,Works exactly as described.,2025-07-18
192,3378,3912,1,Item arrived damaged.,2023-05-30
193,2449,6102,4,Excellent value for money.,2025-01-10
194,2106,1077,4,Would buy again.,2023-08-25
195,8629,3730,4,Excellent value for money.,2024-12-11
196,3168,2851,2,"Not what I expected, quite disappointed.",2025-11-04
197,5056,4192,2,Item arrived damaged.,2023-02-24
198,6341,3875,4,"Not what I expected, quite disappointed.",2024-02-23
199,4681,5920,1,"Not what I expected, quite disappointed.",2023-11-08
200,7932,5002,2,"Not what I expected, quite disappointed.",2023-08-19
201,4503,2445,4,Exceeded my expectations!,2025-01-06
202,11790,5739,3,Would buy again.,2026-03-19
203,5551,3160,2,Item arrived damaged.,2023-03-18
204,11579,7466,4,Works exactly as described.,2026-06-23
205,1210,1473,3,Excellent value for money.,2024-01-07
206,4641,2626,3,Fast shipping and good packaging.,2023-01-03
207,531,1639,1,Would buy again.,2025-06-21
208,9648,3451,2,Works exactly as described.,2025-03-20
209,97,6283,2,"Not what I expected, quite disappointed.",2023-05-10
210,8801,6534,4,Great quality for the price.,2025-07-25
211,2200,1592,1,Excellent value for money.,2024-09-23
212,2497,7949,4,Fast shipping and good packaging.,2025-04-08
213,1107,3636,5,"Not what I expected, quite disappointed.",2026-05-11
214,3406,5192,4,Works exactly as described.,2023-02-26
215,11745,234,2,Customer service was helpful.,2025-08-24
216,11099,883,4,Works exactly as described.,2023-01-29
217,8723,7894,2,Would buy again.,2024-04-23
218,8872,1419,5,Great quality for the price.,2024-04-25
219,7524,40,1,Fast shipping and good packaging.,2025-04-14
220,1423,5355,2,Excellent value for money.,2023-05-14
221,11136,3422,2,Customer service was helpful.,2023-07-17
222,9480,7748,4,Customer service was helpful.,2024-03-19
223,9025,7987,4,Customer service was helpful.,2023-08-21
224,4920,6897,1,"Average product, does the job.",2024-02-23
225,8071,3188,5,Works exactly as described.,2024-12-10
226,3375,5697,5,Would buy again.,2025-05-17
227,1047,2425,4,Great quality for the price.,2024-07-15
228,2236,1434,5,Customer service was helpful.,2023-03-03
229,3967,4944,3,Item arrived damaged.,2024-03-17
230,9516,1613,1,Would buy again.,2026-01-13
231,4033,1458,2,Great quality for the price.,2025-02-22
232,3884,2968,4,Customer service was helpful.,2025-12-18
233,8571,6008,3,"Not what I expected, quite disappointed.",2024-01-01
234,2025,4391,2,Would buy again.,2025-03-23
235,2031,4336,4,Item arrived damaged.,2025-10-08
236,6314,3043,4,"Average product, does the job.",2024-04-13
237,3671,3797,2,Great quality for the price.,2025-09-21
238,8010,3204,5,Works exactly as described.,2026-06-17
239,9215,3988,2,Would buy again.,2023-05-04
240,11919,3623,5,"Average product, does the job.",2026-03-13
241,10255,7454,2,"Not what I expected, quite disappointed.",2023-08-20
242,6586,3400,5,"Not what I expected, quite disappointed.",2026-03-15
243,1296,723,1,Works exactly as described.,2024-02-18
244,11366,7576,4,"Not what I expected, quite disappointed.",2026-05-03
245,1874,3004,3,"Not what I expected, quite disappointed.",2025-12-08
246,8775,5033,4,Exceeded my expectations!,2025-03-18
247,11750,2332,2,"Not what I expected, quite disappointed.",2025-04-29
248,4288,7824,2,Great quality for the price.,2023-06-18
249,10240,3788,5,Exceeded my expectations!,2023-04-21
250,9074,1824,4,Exceeded my expectations!,2026-06-17
251,11428,7961,4,Excellent value for money.,2026-02-05
252,5078,7092,5,Fast shipping and good packaging.,2026-07-01
253,4666,5969,2,Item arrived damaged.,2023-05-10
254,140,535,2,Fast shipping and good packaging.,2023-02-06
255,5125,39,1,Customer service was helpful.,2025-05-05
256,5519,1866,4,Item arrived damaged.,2024-03-06
257,8236,118,2,"Average product, does the job.",2026-03-17
258,6274,6834,5,Exceeded my expectations!,2023-09-01
259,997,4305,3,Customer service was helpful.,2026-06-23
260,7611,3472,5,Item arrived damaged.,2023-06-18
261,935,7475,1,Customer service was helpful.,2023-06-09
262,11173,4191,2,Item arrived damaged.,2026-05-05
263,9091,854,2,Exceeded my expectations!,2024-10-12
264,7219,1228,3,"Not what I expected, quite disappointed.",2025-04-08
265,10720,1452,5,Excellent value for money.,2024-12-20
266,4287,2001,4,Exceeded my expectations!,2026-03-12
267,11022,3451,4,"Average product, does the job.",2024-02-14
268,9942,5749,4,"Average product, does the job.",2023-07-21
269,3508,5795,3,Would buy again.,2023-01-03
270,1877,285,5,Item arrived damaged.,2023-03-01
271,930,4977,3,Customer service was helpful.,2026-03-29
272,5200,6368,2,Would buy again.,2023-05-13
273,11121,7932,1,Would buy again.,2025-07-20
274,1884,7998,2,Would buy again.,2023-02-03
275,6121,2802,3,"Average product, does the job.",2024-07-20
276,9554,3254,1,Item arrived damaged.,2026-01-18
277,8790,2879,4,Fast shipping and good packaging.,2026-04-24
278,4659,5539,4,Customer service was helpful.,2025-01-14
279,11543,7073,5,"Not what I expected, quite disappointed.",2024-12-19
280,8322,2559,4,Excellent value for money.,2024-04-27
281,2746,2371,2,Excellent value for money.,2024-10-20
282,7982,6158,3,Customer service was helpful.,2025-02-15
283,8219,2806,5,Fast shipping and good packaging.,2024-12-06
284,11649,2826,2,Excellent value for money.,2026-04-03
285,9053,7329,3,"Not what I expected, quite disappointed.",2024-08-25
286,11033,7724,5,"Average product, does the job.",2025-11-06
287,2663,6815,1,Would buy again.,2025-07-02
288,5068,834,2,Excellent value for money.,2023-09-30
289,8355,929,1,Great quality for the price.,2024-03-20
290,7858,5669,2,Would buy again.,2023-08-06
291,6313,7735,3,Item arrived damaged.,2025-01-22
292,7559,2180,2,Customer service was helpful.,2024-07-17
293,7471,4240,3,Customer service was helpful.,2025-07-13
294,3988,2380,2,Item arrived damaged.,2025-10-09
295,2529,3504,2,Would buy again.,2024-06-23
296,10994,578,5,"Not what I expected, quite disappointed.",2026-06-12
297,5316,1890,1,Fast shipping and good packaging.,2025-03-13
298,5157,1451,4,"Average product, does the job.",2025-11-04
299,3454,7201,2,Excellent value for money.,2026-01-12
300,5591,1392,5,Fast shipping and good packaging.,2024-05-31
301,9453,4655,2,Great quality for the price.,2025-04-11
302,3321,2221,2,Great quality for the price.,2026-03-10
303,4114,446,5,Excellent value for money.,2025-09-28
304,2939,1902,3,Fast shipping and good packaging.,2025-07-30
305,11695,3328,2,Excellent value for money.,2025-09-25
306,5358,3029,4,Would buy again.,2024-07-02
307,5292,5966,2,Fast shipping and good packaging.,2026-01-22
308,660,5811,3,"Average product, does the job.",2024-03-10
309,7120,174,5,Item arrived damaged.,2025-12-23
310,6791,168,1,Customer service was helpful.,2026-03-23
311,10584,3151,3,Works exactly as described.,2025-02-23
312,5343,1175,4,Item arrived damaged.,2025-12-18
313,10841,2506,1,Customer service was helpful.,2024-02-14
314,11523,5034,4,Would buy again.,2024-10-01
315,2614,392,1,Great quality for the price.,2026-06-05
316,5087,6493,3,Great quality for the price.,2023-10-11
317,8738,4802,2,Item arrived damaged.,2024-07-06
318,9033,2026,1,Excellent value for money.,2024-10-28
319,2686,4655,4,Would buy again.,2025-11-04
320,1866,5328,5,"Not what I expected, quite disappointed.",2025-04-27
321,8759,4970,3,Fast shipping and good packaging.,2025-06-29
322,1785,4960,5,Great quality for the price.,2025-07-29
323,2336,3741,4,Great quality for the price.,2026-06-29
324,10802,7198,1,Fast shipping and good packaging.,2024-09-20
325,11744,140,1,Item arrived damaged.,2026-04-09
326,2106,5638,2,Works exactly as described.,2024-01-01
327,10562,3159,3,Exceeded my expectations!,2026-04-04
328,6268,7828,1,Great quality for the price.,2025-10-12
329,3004,5492,5,"Average product, does the job.",2024-01-08
330,765,7252,5,Exceeded my expectations!,2024-04-13
331,5384,5385,4,"Not what I expected, quite disappointed.",2026-03-04
332,10812,7824,2,Great quality for the price.,2026-05-02
333,9956,7198,1,Item arrived damaged.,2025-05-28
334,7018,4116,5,Item arrived damaged.,2025-08-05
335,11687,1587,2,Item arrived damaged.,2026-05-12
336,1030,2906,3,"Not what I expected, quite disappointed.",2023-09-03
337,10301,6740,1,Would buy again.,2024-05-28
338,5751,5590,5,Customer service was helpful.,2024-02-27
339,4977,5277,3,Great quality for the price.,2023-12-10
340,6537,4340,2,Customer service was helpful.,2023-11-11
341,7690,2656,2,Fast shipping and good packaging.,2025-05-02
342,9841,7164,1,Item arrived damaged.,2026-06-12
343,2355,7107,2,Works exactly as described.,2024-08-22
344,6139,4581,2,Customer service was helpful.,2023-03-21
345,3914,3030,2,Excellent value for money.,2026-02-14
346,11321,3991,2,Would buy again.,2026-04-29
347,6683,2890,2,"Not what I expected, quite disappointed.",2025-02-13
348,7542,6514,3,Excellent value for money.,2024-11-06
349,1222,2924,2,Customer service was helpful.,2025-06-30
350,9735,5495,1,"Average product, does the job.",2024-03-25
351,3725,1473,2,Excellent value for money.,2025-01-04
352,471,5355,3,Excellent value for money.,2026-05-01
353,3973,2707,1,Exceeded my expectations!,2024-04-08
354,2520,2171,3,Works exactly as described.,2024-07-21
355,11131,7935,2,Customer service was helpful.,2025-08-03
356,1644,6040,3,"Not what I expected, quite disappointed.",2025-08-24
357,11282,5071,2,Would buy again.,2024-06-13
358,8419,5445,3,Great quality for the price.,2024-09-28
359,9775,5474,5,Great quality for the price.,2025-11-25
360,5192,4834,2,Would buy again.,2025-06-29
361,6883,7370,2,"Average product, does the job.",2024-01-19
362,205,2444,5,Would buy again.,2023-08-13
363,8174,2611,3,Customer service was helpful.,2026-03-13
364,193,2192,1,"Average product, does the job.",2023-02-19
365,4172,259,5,"Not what I expected, quite disappointed.",2026-06-08
366,6355,2254,5,Would buy again.,2023-08-08
367,5943,6081,4,Exceeded my expectations!,2024-02-26
368,9573,4832,1,Excellent value for money.,2024-04-02
369,10402,7205,4,Works exactly as described.,2025-05-23
370,10927,6901,1,Excellent value for money.,2024-06-29
371,8877,4563,2,Works exactly as described.,2023-06-24
372,8305,5458,2,Excellent value for money.,2023-08-10
373,1874,6486,1,Works exactly as described.,2024-09-11
374,9984,3064,4,Works exactly as described.,2025-06-06
375,175,1637,1,Great quality for the price.,2025-06-20
376,4937,1058,4,Great quality for the price.,2026-03-02
377,8562,5830,1,Exceeded my expectations!,2023-09-29
378,4407,7947,2,"Average product, does the job.",2024-01-17
379,6408,584,3,Excellent value for money.,2023-06-10
380,2812,2274,1,Excellent value for money.,2026-05-31
381,8517,3852,2,Fast shipping and good packaging.,2025-01-09
382,5584,6931,3,"Average product, does the job.",2023-06-09
383,420,1846,3,Would buy again.,2025-11-22
384,6700,4666,3,Fast shipping and good packaging.,2024-05-12
385,3808,7862,1,"Average product, does the job.",2023-10-08
386,8591,7512,4,Would buy again.,2024-09-25
387,3610,5770,5,Excellent value for money.,2025-05-14
388,3085,4095,5,Exceeded my expectations!,2023-08-23
389,5273,2258,1,Customer service was helpful.,2026-06-02
390,8600,1165,3,Excellent value for money.,2023-03-16
391,10038,5181,2,Works exactly as described.,2026-06-30
392,11785,5203,1,Fast shipping and good packaging.,2023-04-15
393,9939,7236,1,Customer service was helpful.,2025-01-13
394,4968,2311,5,Fast shipping and good packaging.,2023-01-29
395,11479,3592,3,"Average product, does the job.",2023-06-15
396,11074,4342,3,Customer service was helpful.,2025-09-22
397,202,2946,5,Great quality for the price.,2024-11-24
398,9379,6985,2,Exceeded my expectations!,2025-07-24
399,11609,5285,1,Great quality for the price.,2023-01-06
400,4024,7183,1,Fast shipping and good packaging.,2026-02-18
401,5209,1820,5,"Not what I expected, quite disappointed.",2025-12-26
402,1733,1215,3,Exceeded my expectations!,2026-05-30
403,4152,459,3,Would buy again.,2024-01-11
404,126,2921,3,Fast shipping and good packaging.,2023-11-01
405,5975,1245,3,"Average product, does the job.",2025-03-03
406,2393,277,3,Exceeded my expectations!,2024-10-07
407,1867,5669,1,"Average product, does the job.",2026-06-22
408,5897,870,2,Would buy again.,2024-01-27
409,9180,1591,3,Would buy again.,2025-01-23
410,8867,602,2,Excellent value for money.,2024-12-23
411,3090,2378,3,Works exactly as described.,2023-11-18
412,8841,2567,1,Would buy again.,2024-11-30
413,3544,6005,2,Item arrived damaged.,2026-04-29
414,6264,479,1,Great quality for the price.,2025-06-11
415,4219,3552,1,"Average product, does the job.",2024-01-31
416,7208,2862,3,Item arrived damaged.,2026-01-01
417,1961,2561,3,Item arrived damaged.,2024-03-11
418,8296,2337,5,"Average product, does the job.",2026-06-10
419,7250,5268,4,"Average product, does the job.",2025-07-09
420,9409,3218,5,Great quality for the price.,2024-10-08
421,1786,136,3,Great quality for the price.,2025-08-22
422,6511,396,4,"Average product, does the job.",2023-06-29
423,1974,3737,4,Customer service was helpful.,2023-12-29
424,5243,3893,2,Item arrived damaged.,2026-02-18
425,149,6422,2,Item arrived damaged.,2024-02-08
426,4298,7008,1,Customer service was helpful.,2025-07-27
427,3018,5246,1,"Not what I expected, quite disappointed.",2025-08-25
428,8401,3527,1,Exceeded my expectations!,2024-08-08
429,1015,1784,1,"Not what I expected, quite disappointed.",2023-10-13
430,8227,3245,1,Works exactly as described.,2023-05-05
431,768,4448,2,"Not what I expected, quite disappointed.",2024-12-15
432,4374,5250,1,"Not what I expected, quite disappointed.",2024-03-03
433,8477,7867,3,Item arrived damaged.,2026-06-03
434,9556,2117,3,Item arrived damaged.,2024-06-07
435,11223,729,3,Excellent value for money.,2024-12-08
436,11062,3850,4,"Not what I expected, quite disappointed.",2026-05-05
437,11030,3342,3,Exceeded my expectations!,2026-01-20
438,316,6577,5,Works exactly as described.,2026-06-20
439,11025,6521,4,Fast shipping and good packaging.,2023-10-14
440,3185,3074,5,Exceeded my expectations!,2026-06-10
441,9024,6369,4,Exceeded my expectations!,2025-04-16
442,6924,2421,2,Excellent value for money.,2024-08-23
443,671,5676,3,Would buy again.,2024-12-11
444,386,1443,3,Great quality for the price.,2024-04-27
445,5251,2286,4,Great quality for the price.,2024-03-13
446,6468,1259,4,Item arrived damaged.,2024-04-15
447,8574,1821,1,Fast shipping and good packaging.,2024-08-22
448,6929,2893,5,Great quality for the price.,2025-02-08
449,1769,7247,4,Item arrived damaged.,2024-01-13
450,6657,2207,2,Fast shipping and good packaging.,2024-01-23
451,5478,4151,2,Fast shipping and good packaging.,2023-02-25
452,10473,6320,5,Customer service was helpful.,2025-09-22
453,7565,1889,3,Exceeded my expectations!,2025-11-18
454,3731,1824,3,Exceeded my expectations!,2025-02-28
455,87,6194,4,Exceeded my expectations!,2023-08-04
456,3928,5548,3,Would buy again.,2025-01-20
457,2684,7077,2,Fast shipping and good packaging.,2023-09-04
458,10484,2024,3,Excellent value for money.,2025-11-24
459,6415,4735,4,Would buy again.,2026-06-29
460,3386,4062,5,Would buy again.,2023-07-19
461,2439,3974,4,"Average product, does the job.",2026-06-11
462,2624,5388,1,Fast shipping and good packaging.,2025-01-19
463,2598,7875,1,Works exactly as described.,2026-06-05
464,9298,7283,3,Works exactly as described.,2026-01-15
465,3149,7962,1,Excellent value for money.,2024-01-09
466,5497,1339,5,Fast shipping and good packaging.,2026-06-27
467,5493,2657,2,"Average product, does the job.",2026-01-04
468,5957,6760,3,Excellent value for money.,2025-09-30
469,8227,5692,2,Great quality for the price.,2023-02-08
470,7440,3001,4,Would buy again.,2025-01-12
471,6656,3356,4,Excellent value for money.,2025-06-10
472,10467,3592,3,"Not what I expected, quite disappointed.",2025-12-28
473,9057,1689,1,"Average product, does the job.",2024-07-04
474,9246,2976,3,Fast shipping and good packaging.,2023-04-27
475,5650,4395,4,"Not what I expected, quite disappointed.",2025-06-14
476,11196,5611,4,Works exactly as described.,2025-06-24
477,8878,2456,3,Would buy again.,2023-10-06
478,8761,7010,2,Great quality for the price.,2023-03-28
479,11201,296,4,Customer service was helpful.,2025-07-24
480,7897,2087,2,Exceeded my expectations!,2025-04-02
481,10411,3825,3,Would buy again.,2025-10-01
482,858,643,5,Exceeded my expectations!,2025-02-24
483,9123,7219,2,"Average product, does the job.",2025-02-19
484,4766,7355,3,"Average product, does the job.",2024-06-12
485,11714,202,3,Item arrived damaged.,2025-02-16
486,1153,4328,1,"Not what I expected, quite disappointed.",2024-12-09
487,6799,371,5,Works exactly as described.,2023-07-27
488,1044,5918,2,Great quality for the price.,2023-04-20
489,1765,7993,3,Exceeded my expectations!,2023-07-24
490,8860,3141,3,Great quality for the price.,2023-03-14
491,10984,2777,3,"Average product, does the job.",2025-11-19
492,11292,6502,1,"Not what I expected, quite disappointed.",2024-04-27
493,10305,3686,4,Item arrived damaged.,2025-10-28
494,6306,4745,1,Exceeded my expectations!,2025-02-03
495,1688,872,5,Works exactly as described.,2024-08-15
496,10808,7111,4,Exceeded my expectations!,2024-09-29
497,7890,1953,1,Works exactly as described.,2023-07-16
498,8097,2137,2,"Not what I expected, quite disappointed.",2024-10-15
499,2783,3137,3,Item arrived damaged.,2023-06-26
500,8819,7249,3,Exceeded my expectations!,2025-05-26
501,7033,3671,4,Great quality for the price.,2024-08-31
502,7096,4538,1,Excellent value for money.,2025-03-01
503,4556,4886,2,Fast shipping and good packaging.,2025-12-11
504,11406,4549,1,"Not what I expected, quite disappointed.",2024-12-23
505,6182,3058,4,Excellent value for money.,2025-06-06
506,2727,4686,1,"Average product, does the job.",2025-09-11
507,10925,834,3,Exceeded my expectations!,2023-05-21
508,3496,2221,5,Excellent value for money.,2024-09-19
509,3624,2066,4,Item arrived damaged.,2025-06-06
510,3504,774,1,Great quality for the price.,2023-04-25
511,8869,7503,3,Would buy again.,2024-12-05
512,7483,5020,1,Fast shipping and good packaging.,2025-05-01
