order_id,customer_id,order_date,order_status,payment_method,total_amount
137,7850,2024-04-23 00:00:00,delivered,cod,1247.92
138,3811,2025-06-21 00:00:00,delivered,wallet,1308.3
139,5755,2024-09-08 00:00:00,returned,netbanking,1626.6
140,5658,2025-12-29 00:00:00,returned,wallet,5971.34
141,5032,2023-09-15 00:00:00,delivered,cod,2634.56
142,1978,2026-05-07 00:00:00,placed,wallet,72.48
143,192,2023-03-07 00:00:00,delivered,cod,3265.66
144,3905,2024-05-27 00:00:00,shipped,wallet,1298.04
145,1524,2024-10-12 00:00:00,shipped,wallet,1439.66
146,1892,2023-11-04 00:00:00,delivered,netbanking,4940.88
147,7473,2025-09-14 00:00:00,returned,cod,2774.14
148,6530,2025-06-15 00:00:00,delivered,cod,1969.41
149,195,2025-04-15 00:00:00,cancelled,wallet,2384.71
150,7105,2023-01-12 00:00:00,delivered,cod,1855.16
151,3515,2026-06-01 00:00:00,returned,upi,1452.96
152,700,2026-02-22 00:00:00,shipped,wallet,3545.52
153,4242,2025-10-08 00:00:00,delivered,wallet,459.19
154,1444,2023-06-18 00:00:00,returned,cod,657.08
155,2993,2025-06-08 00:00:00,delivered,card,23.9
156,1397,2024-10-26 00:00:00,delivered,card,4443.51
157,2381,2024-04-15 00:00:00,delivered,upi,828.28
158,2907,2023-09-29 00:00:00,shipped,netbanking,13.62
159,4609,2023-05-23 00:00:00,delivered,wallet,3557.72
160,3532,2025-08-13 00:00:00,delivered,card,3418.76
161,1389,2026-05-07 00:00:00,delivered,card,3624.06
162,3989,2025-05-01 00:00:00,cancelled,wallet,887.95
163,5841,2026-05-04 00:00:00,delivered,cod,2805.34
164,5109,2023-11-11 00:00:00,placed,netbanking,4016.79
165,322,2025-02-03 00:00:00,returned,wallet,2910.06
166,447,2023-07-23 00:00:00,placed,cod,2350.24
167,1349,2023-10-13 00:00:00,cancelled,netbanking,1060.9
168,1055,2023-12-24 00:00:00,delivered,upi,4992.34
169,3055,2024-07-05 00:00:00,cancelled,wallet,1809.47
170,5579,2023-01-28 00:00:00,delivered,netbanking,5965.36
171,1217,2024-05-01 00:00:00,delivered,cod,3459.78
172,7324,2023-06-14 00:00:00,delivered,wallet,2890.64
173,1483,2025-04-08 00:00:00,delivered,wallet,2470.89
174,1710,2025-08-13 00:00:00,delivered,upi,4425.43
175,1782,2025-03-30 00:00:00,shipped,netbanking,1747.4
176,7479,2026-06-06 00:00:00,delivered,netbanking,1333.08
177,6124,2025-12-06 00:00:00,delivered,netbanking,1391.49
178,4675,2024-01-03 00:00:00,delivered,wallet,1173.28
179,279,2023-10-01 00:00:00,shipped,wallet,66.25
180,672,2025-09-25 00:00:00,delivered,wallet,3821.47
181,4415,2024-06-02 00:00:00,delivered,card,512.65
182,2764,2023-08-03 00:00:00,delivered,wallet,3036.6
183,1315,2025-05-14 00:00:00,cancelled,card,583.83
184,2676,2025-03-24 00:00:00,delivered,card,1194.7
185,6279,2024-01-03 00:00:00,delivered,card,5809.0
186,4143,2024-10-17 00:00:00,delivered,cod,5034.8
187,4219,2023-03-30 00:00:00,delivered,netbanking,1319.48
188,2342,2024-09-12 00:00:00,delivered,upi,559.12
189,5247,2025-07-15 00:00:00,returned,netbanking,3073.96
190,7567,2025-08-04 00:00:00,placed,card,3516.98
191,7061,2025-04-28 00:00:00,delivered,upi,1853.4
192,2525,2023-06-18 00:00:00,returned,card,6639.94
193,420,2023-06-22 00:00:00,returned,netbanking,2721.27
194,4423,2023-04-27 00:00:00,delivered,upi,1384.11
195,4574,2024-10-29 00:00:00,delivered,upi,602.46
196,7638,2025-04-17 00:00:00,placed,cod,5355.9
197,2743,2024-11-04 00:00:00,delivered,wallet,872.18
198,5945,2024-04-05 00:00:00,delivered,card,3454.86
199,6971,2024-08-07 00:00:00,delivered,wallet,3856.11
200,3520,2025-06-09 00:00:00,delivered,netbanking,1429.98
201,4649,2023-02-13 00:00:00,placed,wallet,214.76
202,161,2024-02-25 00:00:00,cancelled,cod,1110.27
203,4163,2025-11-13 00:00:00,delivered,netbanking,3679.42
204,7970,2023-10-22 00:00:00,returned,cod,3574.88
205,7650,2023-11-28 00:00:00,delivered,card,547.88
206,2962,2024-02-17 00:00:00,delivered,cod,1668.14
207,7856,2026-04-28 00:00:00,delivered,cod,2661.84
208,4965,2024-01-24 00:00:00,delivered,card,746.0
209,6258,2025-08-29 00:00:00,cancelled,card,1136.0
210,6181,2024-08-24 00:00:00,delivered,card,3133.18
211,3993,2024-10-24 00:00:00,placed,wallet,1350.78
212,7868,2024-02-24 00:00:00,delivered,netbanking,6993.24
213,845,2025-09-30 00:00:00,delivered,card,2658.31
214,3112,2024-07-27 00:00:00,delivered,cod,2172.5
215,5522,2024-01-30 00:00:00,returned,upi,1566.76
216,6654,2025-12-12 00:00:00,delivered,wallet,4112.4
217,5371,2023-02-04 00:00:00,shipped,card,3685.57
218,1059,2024-10-20 00:00:00,delivered,netbanking,4138.52
219,2225,2026-03-11 00:00:00,delivered,card,975.69
220,5554,2026-04-18 00:00:00,delivered,netbanking,1585.49
221,308,2024-02-24 00:00:00,delivered,cod,3414.44
222,597,2024-05-20 00:00:00,delivered,cod,1102.58
223,547,2023-10-17 00:00:00,returned,card,2415.63
224,3337,2026-01-13 00:00:00,delivered,cod,824.11
225,4312,2024-08-05 00:00:00,delivered,netbanking,1916.57
226,7709,2025-11-25 00:00:00,delivered,upi,814.91
227,7805,2024-10-21 00:00:00,delivered,netbanking,193.75
228,145,2024-12-12 00:00:00,returned,cod,2582.12
229,5718,2025-04-22 00:00:00,delivered,card,2550.86
230,1161,2024-05-07 00:00:00,delivered,wallet,3946.71
231,7181,2025-01-16 00:00:00,delivered,card,1329.11
232,2509,2025-12-03 00:00:00,delivered,card,4652.1
233,2966,2024-12-03 00:00:00,delivered,upi,1599.16
234,1278,2025-03-19 00:00:00,delivered,upi,27.85
235,3487,2024-03-02 00:00:00,delivered,upi,201.24
236,7020,2023-01-06 00:00:00,shipped,cod,781.85
237,2040,2025-12-21 00:00:00,shipped,wallet,1390.82
238,506,2024-03-10 00:00:00,delivered,card,817.59
239,2264,2024-07-07 00:00:00,delivered,card,662.71
240,6718,2024-06-04 00:00:00,placed,wallet,3710.21
241,7186,2025-04-07 00:00:00,delivered,wallet,1109.11
242,1334,2024-12-20 00:00:00,delivered,cod,3936.01
243,2749,2025-01-20 00:00:00,delivered,netbanking,4445.6
244,4045,2024-11-29 00:00:00,placed,wallet,516.36
245,1069,2025-04-15 00:00:00,delivered,netbanking,3267.49
246,3158,2023-04-29 00:00:00,delivered,netbanking,680.7
247,7992,2024-07-16 00:00:00,delivered,cod,1659.09
248,1488,2023-02-14 00:00:00,delivered,upi,1743.17
249,1449,2024-06-03 00:00:00,shipped,wallet,2288.32
250,5827,2024-03-12 00:00:00,delivered,upi,1898.43
251,5238,2024-12-20 00:00:00,delivered,cod,1302.84
252,7479,2025-09-16 00:00:00,returned,cod,2872.32
253,2624,2026-01-03 00:00:00,delivered,upi,2977.09
254,7016,2026-06-27 00:00:00,delivered,card,1923.84
255,5205,2023-02-28 00:00:00,delivered,cod,3305.63
256,7737,2026-03-06 00:00:00,delivered,upi,2128.35
257,5113,2023-02-13 00:00:00,delivered,card,1617.94
258,7764,2024-12-24 00:00:00,delivered,card,1856.88
259,6608,2026-05-03 00:00:00,delivered,card,1226.86
260,3050,2026-02-10 00:00:00,delivered,card,80.59
261,6013,2025-10-26 00:00:00,delivered,upi,3289.82
262,5258,2023-08-28 00:00:00,delivered,cod,2369.73
263,1525,2023-05-04 00:00:00,delivered,netbanking,4649.66
264,2813,2024-06-28 00:00:00,delivered,upi,1926.38
265,5819,2025-07-05 00:00:00,shipped,card,3393.87
266,264,2025-08-28 00:00:00,delivered,upi,1493.7
267,7687,2024-01-06 00:00:00,delivered,card,518.17
268,2660,2025-04-19 00:00:00,delivered,upi,735.44
269,6350,2023-06-11 00:00:00,delivered,netbanking,1048.48
270,6242,2025-07-20 00:00:00,cancelled,card,3170.43
271,5592,2024-10-16 00:00:00,delivered,netbanking,703.58
272,1822,2023-07-14 00:00:00,shipped,netbanking,899.98
273,2097,2023-07-31 00:00:00,delivered,card,2295.78
274,7360,2025-04-23 00:00:00,delivered,cod,94.0
275,5668,2023-09-24 00:00:00,delivered,netbanking,81.14
276,1553,2023-06-30 00:00:00,delivered,netbanking,2335.65
277,4529,2023-01-18 00:00:00,delivered,upi,1333.53
278,5976,2024-12-11 00:00:00,delivered,wallet,834.99
279,1449,2023-09-28 00:00:00,delivered,cod,1513.25
280,4539,2023-04-22 00:00:00,delivered,cod,3333.56
281,4839,2024-01-29 00:00:00,delivered,netbanking,1379.98
282,3323,2025-06-20 00:00:00,delivered,upi,746.76
283,122,2025-05-01 00:00:00,delivered,netbanking,3288.37
284,159,2025-11-28 00:00:00,delivered,netbanking,1646.76
285,6646,2024-04-14 00:00:00,delivered,upi,1568.38
286,1029,2024-09-29 00:00:00,returned,cod,2393.62
287,7355,2024-11-11 00:00:00,delivered,upi,853.9
288,7653,2025-07-02 00:00:00,delivered,cod,3346.73
289,7163,2023-08-15 00:00:00,delivered,cod,2323.04
290,7208,2025-10-02 00:00:00,delivered,upi,577.8
291,6958,2023-11-25 00:00:00,returned,card,437.19
292,5193,2023-11-04 00:00:00,delivered,netbanking,1616.14
293,1853,2026-01-21 00:00:00,delivered,upi,1801.19
294,1027,2023-07-18 00:00:00,delivered,cod,364.34
295,3301,2025-02-12 00:00:00,delivered,netbanking,5889.56
296,4963,2026-03-27 00:00:00,delivered,netbanking,6486.27
297,5946,2024-10-18 00:00:00,delivered,upi,3710.52
298,4764,2024-09-30 00:00:00,cancelled,upi,4936.13
299,7785,2025-05-07 00:00:00,delivered,upi,1504.5
300,798,2024-11-25 00:00:00,delivered,card,3437.87
301,3739,2023-01-12 00:00:00,delivered,netbanking,2059.52
302,3042,2024-07-07 00:00:00,returned,cod,1790.16
303,5606,2024-07-14 00:00:00,returned,card,935.28
304,1641,2025-11-17 00:00:00,delivered,netbanking,3395.52
305,2474,2026-05-15 00:00:00,delivered,netbanking,738.08
306,1269,2024-03-13 00:00:00,delivered,wallet,1284.23
307,4650,2025-05-24 00:00:00,delivered,netbanking,3334.24
308,6339,2024-09-03 00:00:00,delivered,netbanking,2546.16
309,4172,2026-04-17 00:00:00,shipped,upi,2251.7
310,6174,2024-11-24 00:00:00,delivered,upi,2509.42
311,5640,2025-11-20 00:00:00,delivered,netbanking,5366.16
312,1634,2023-09-26 00:00:00,placed,card,4013.14
313,5433,2026-01-28 00:00:00,returned,cod,4785.08
314,2809,2024-04-12 00:00:00,delivered,wallet,4581.23
315,4733,2023-05-13 00:00:00,delivered,wallet,1949.28
316,7497,2025-09-12 00:00:00,delivered,cod,1619.78
317,1163,2025-06-28 00:00:00,delivered,netbanking,2763.15
318,6982,2025-10-23 00:00:00,delivered,upi,2270.14
319,2832,2025-07-16 00:00:00,delivered,upi,859.71
320,304,2023-03-02 00:00:00,delivered,wallet,72.84
321,300,2023-09-04 00:00:00,cancelled,upi,1787.92
322,6347,2024-04-11 00:00:00,shipped,netbanking,835.86
323,65,2026-02-07 00:00:00,delivered,cod,831.34
324,6041,2026-03-30 00:00:00,delivered,cod,3301.44
325,2219,2023-11-03 00:00:00,delivered,wallet,340.98
326,4658,2025-10-22 00:00:00,delivered,wallet,3252.01
327,7914,2025-11-27 00:00:00,delivered,netbanking,499.75
328,1218,2024-05-02 00:00:00,delivered,cod,1003.72
329,6204,2025-10-20 00:00:00,placed,cod,463.1
330,1850,2024-11-15 00:00:00,shipped,netbanking,4177.48
331,474,2024-10-18 00:00:00,delivered,cod,1457.61
332,4076,2025-02-04 00:00:00,cancelled,wallet,3352.41
333,3374,2023-08-30 00:00:00,delivered,wallet,2205.34
334,1003,2025-06-09 00:00:00,delivered,wallet,5100.76
335,4315,2026-05-20 00:00:00,delivered,upi,2311.48
336,5023,2024-03-04 00:00:00,placed,cod,692.94
337,1032,2025-02-13 00:00:00,delivered,upi,4389.85
338,1086,2024-01-23 00:00:00,cancelled,wallet,354.45
339,5526,2024-03-23 00:00:00,delivered,cod,1338.12
340,2638,2026-01-07 00:00:00,cancelled,card,1345.51
341,323,2024-05-29 00:00:00,delivered,netbanking,2302.91
342,3194,2024-03-28 00:00:00,delivered,upi,2603.07
343,7508,2026-06-21 00:00:00,shipped,upi,560.62
344,7417,2024-08-04 00:00:00,returned,upi,650.8
345,4032,2026-05-02 00:00:00,delivered,wallet,6379.52
346,5924,2023-04-05 00:00:00,cancelled,card,1597.18
347,2746,2025-07-05 00:00:00,delivered,wallet,4395.5
348,662,2024-01-02 00:00:00,delivered,wallet,1655.17
349,1920,2024-03-04 00:00:00,delivered,netbanking,1480.04
350,405,2025-08-25 00:00:00,delivered,wallet,3021.12
351,7153,2025-04-22 00:00:00,delivered,netbanking,4249.79
352,1955,2026-01-28 00:00:00,placed,card,5062.7
353,6141,2025-07-22 00:00:00,delivered,upi,3516.15
354,5516,2025-04-27 00:00:00,shipped,netbanking,681.97
355,4138,2023-08-16 00:00:00,delivered,card,2474.1
356,6544,2026-03-30 00:00:00,delivered,upi,2946.68
357,6089,2025-10-30 00:00:00,delivered,netbanking,2771.59
358,527,2023-03-21 00:00:00,returned,wallet,5049.9
359,1882,2023-10-30 00:00:00,delivered,upi,3691.35
360,743,2024-09-24 00:00:00,delivered,card,3844.14
361,2780,2024-05-23 00:00:00,delivered,upi,2063.87
362,4106,2024-11-10 00:00:00,delivered,cod,3712.06
363,669,2023-04-24 00:00:00,delivered,netbanking,1508.3
364,2394,2024-05-06 00:00:00,delivered,cod,3575.17
365,5485,2023-11-09 00:00:00,returned,netbanking,118.45
366,2639,2026-05-27 00:00:00,delivered,upi,2989.56
367,6248,2023-11-19 00:00:00,delivered,wallet,1666.16
368,6452,2025-06-03 00:00:00,delivered,wallet,8625.04
369,5751,2024-01-18 00:00:00,delivered,cod,134.05
370,2469,2023-12-15 00:00:00,delivered,cod,980.63
371,7776,2023-07-11 00:00:00,delivered,netbanking,141.26
372,4319,2023-11-04 00:00:00,delivered,wallet,5882.45
373,949,2025-09-07 00:00:00,delivered,upi,176.77
374,345,2024-09-26 00:00:00,delivered,cod,266.34
375,3432,2026-02-28 00:00:00,placed,card,4650.9
376,6129,2023-01-30 00:00:00,cancelled,upi,2121.92
377,1726,2023-02-14 00:00:00,cancelled,cod,3482.86
378,1320,2023-12-05 00:00:00,cancelled,wallet,201.44
379,5561,2024-01-29 00:00:00,delivered,card,899.22
380,489,2024-03-17 00:00:00,delivered,cod,1508.62
381,1956,2024-03-15 00:00:00,delivered,upi,270.77
382,3577,2023-12-23 00:00:00,delivered,card,1391.6
383,6987,2023-03-15 00:00:00,delivered,cod,245.76
384,2800,2024-07-26 00:00:00,delivered,netbanking,3871.62
385,5443,2024-10-07 00:00:00,delivered,netbanking,4205.04
386,463,2024-07-11 00:00:00,delivered,upi,1013.88
387,4486,2023-06-16 00:00:00,delivered,netbanking,5551.76
388,1028,2026-05-18 00:00:00,delivered,wallet,1553.6
389,6338,2024-05-06 00:00:00,delivered,upi,517.33
390,1444,2026-06-13 00:00:00,cancelled,wallet,1910.77
391,7108,2023-05-02 00:00:00,cancelled,upi,238.9
392,3066,2024-01-25 00:00:00,delivered,netbanking,3424.92
393,4867,2025-01-26 00:00:00,shipped,upi,3327.92
394,7197,2026-05-01 00:00:00,shipped,cod,1681.7
395,366,2023-08-23 00:00:00,delivered,card,4352.15
396,46,2025-07-10 00:00:00,delivered,card,2354.42
397,4601,2024-03-27 00:00:00,delivered,cod,2998.36
398,1663,2023-12-25 00:00:00,shipped,netbanking,204.28
399,6962,2026-06-16 00:00:00,delivered,netbanking,2809.0
400,2682,2023-09-26 00:00:00,delivered,wallet,878.7
401,189,2023-04-07 00:00:00,placed,netbanking,1938.89
402,2816,2023-03-20 00:00:00,delivered,upi,2732.88
403,7809,2024-07-01 00:00:00,placed,wallet,3628.56
404,7498,2024-04-13 00:00:00,delivered,wallet,2792.38
405,906,2024-09-09 00:00:00,delivered,wallet,3957.2
406,7171,2024-08-07 00:00:00,delivered,wallet,1014.0
407,5015,2024-02-12 00:00:00,delivered,upi,647.55
408,6789,2023-06-14 00:00:00,delivered,netbanking,4742.23
409,6036,2024-04-18 00:00:00,placed,upi,1947.23
410,7408,2026-03-07 00:00:00,delivered,wallet,2665.64
411,4232,2025-08-21 00:00:00,delivered,upi,1365.16
412,7427,2024-02-27 00:00:00,shipped,netbanking,2664.01
413,415,2026-01-21 00:00:00,shipped,card,579.85
414,576,2023-08-26 00:00:00,delivered,card,5664.48
415,1379,2023-05-28 00:00:00,cancelled,upi,2877.17
416,7693,2023-05-02 00:00:00,delivered,netbanking,2971.68
417,173,2025-11-20 00:00:00,shipped,upi,1399.91
418,1909,2025-07-25 00:00:00,delivered,wallet,2779.86
419,1850,2023-10-21 00:00:00,cancelled,card,3101.67
420,2411,2023-10-19 00:00:00,delivered,cod,1834.46
421,1715,2023-12-08 00:00:00,delivered,upi,2851.52
422,497,2024-10-01 00:00:00,delivered,upi,1004.4
423,233,2023-11-24 00:00:00,delivered,netbanking,4056.39
424,1356,2024-04-27 00:00:00,delivered,upi,521.35
425,4132,2024-12-26 00:00:00,delivered,wallet,1712.68
426,5402,2025-11-23 00:00:00,delivered,upi,583.4
427,4803,2026-03-19 00:00:00,delivered,netbanking,1199.71
428,6773,2023-10-23 00:00:00,delivered,card,3278.89
429,778,2024-04-20 00:00:00,delivered,netbanking,1676.96
430,482,2023-12-12 00:00:00,cancelled,netbanking,3516.1
431,2383,2026-01-30 00:00:00,shipped,netbanking,1164.69
432,3796,2025-07-19 00:00:00,delivered,wallet,1421.28
433,4625,2023-10-04 00:00:00,shipped,upi,1315.41
434,5234,2024-06-14 00:00:00,shipped,card,5748.39
435,3057,2025-04-22 00:00:00,delivered,wallet,2699.85
436,7133,2024-01-25 00:00:00,returned,cod,3444.1
437,4059,2023-08-18 00:00:00,delivered,netbanking,1102.82
438,5316,2023-04-29 00:00:00,delivered,netbanking,1211.08
439,1223,2024-05-05 00:00:00,shipped,upi,4978.97
440,2305,2025-09-04 00:00:00,delivered,netbanking,6721.58
441,7747,2023-10-22 00:00:00,shipped,card,3310.6
442,6394,2023-01-08 00:00:00,delivered,wallet,1698.0
443,2291,2025-08-31 00:00:00,delivered,wallet,1206.98
444,5087,2024-11-19 00:00:00,cancelled,upi,1674.93
445,1226,2025-05-03 00:00:00,shipped,cod,2804.94
446,6018,2025-09-05 00:00:00,shipped,upi,1989.45
447,3174,2025-06-18 00:00:00,delivered,upi,2684.48
448,5319,2025-07-06 00:00:00,returned,wallet,2950.39
449,3926,2024-01-01 00:00:00,placed,netbanking,2819.6
450,4824,2025-07-23 00:00:00,delivered,cod,299.32
451,1232,2024-07-13 00:00:00,delivered,cod,2025.71
452,4830,2025-12-22 00:00:00,returned,upi,1447.14
453,5240,2026-02-11 00:00:00,delivered,card,4143.3
454,7076,2025-05-07 00:00:00,delivered,upi,2811.2
455,4540,2023-07-31 00:00:00,delivered,upi,1894.36
456,1802,2024-11-03 00:00:00,delivered,card,1971.2
457,1739,2024-09-04 00:00:00,delivered,cod,5943.04
458,3741,2026-04-28 00:00:00,delivered,upi,4458.46
459,7437,2026-06-02 00:00:00,returned,wallet,5570.88
460,1904,2025-05-24 00:00:00,delivered,cod,3587.92
461,1887,2025-02-01 00:00:00,shipped,upi,3527.1
462,3013,2023-01-23 00:00:00,delivered,wallet,1864.8
463,6397,2025-10-22 00:00:00,delivered,card,419.49
464,7505,2023-11-02 00:00:00,delivered,upi,748.72
465,4893,2023-01-25 00:00:00,returned,cod,2963.67
